movieId,title,genres
832,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
623,Local Hero (1983),Comedy
214,Four Weddings and a Funeral (1994),Comedy|Romance
372,Dead Man (1995),Drama|Mystery|Western
1718,"Wedding Planner, The (2001)",Comedy|Romance
1542,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
270,Hot Shots! Part Deux (1993),Action|Comedy|War
1789,Short Circuit (1986),Comedy|Sci-Fi
884,Godzilla (1998),Action|Sci-Fi|Thriller
1455,Malcolm X (1992),Drama
675,Indiana Jones and the Last Crusade (1989),Action|Adventure
2012,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
2205,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
1557,Keeping the Faith (2000),Comedy|Drama|Romance
1673,Men of Honor (2000),Drama
962,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1671,"Legend of Bagger Vance, The (2000)",Drama|Romance
370,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
857,Half Baked (1998),Comedy
261,Demolition Man (1993),Action|Adventure|Sci-Fi
673,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
1408,"Grapes of Wrath, The (1940)",Drama
2239,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX
718,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
2047,Elephant (2003),Drama
469,"Thin Man, The (1934)",Comedy|Crime
1816,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller
1708,Shadow of the Vampire (2000),Drama|Horror
2144,"Village, The (2004)",Drama|Mystery|Thriller
1843,Flash Gordon (1980),Action|Adventure|Sci-Fi
1370,Being John Malkovich (1999),Comedy|Drama|Fantasy
1780,Legally Blonde (2001),Comedy|Romance
1125,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
1644,Air America (1990),Action|Comedy
1887,Blade II (2002),Action|Horror|Thriller
785,Face/Off (1997),Action|Crime|Drama|Thriller
1668,Pay It Forward (2000),Drama
1074,Edward Scissorhands (1990),Drama|Fantasy|Romance
2055,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
2122,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
1095,Gods and Monsters (1998),Drama
378,"Rock, The (1996)",Action|Adventure|Thriller
1533,"Bamba, La (1987)",Drama
220,Little Buddha (1993),Drama
1219,Election (1999),Comedy
1540,Midnight Express (1978),Drama
1342,Drunken Master (Jui kuen) (1978),Action|Comedy
1645,Steel Magnolias (1989),Drama
1757,Eight Men Out (1988),Drama
834,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1806,"War of the Roses, The (1989)",Comedy|Drama
888,Hope Floats (1998),Comedy|Drama|Romance
1807,"Princess Diaries, The (2001)",Children|Comedy|Romance
559,Jean de Florette (1986),Drama|Mystery
1345,Flashdance (1983),Drama|Romance
999,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller
1024,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy
2300,Hot Fuzz (2007),Action|Comedy|Crime|Mystery
1983,Ringu (Ring) (1998),Horror|Mystery|Thriller
2052,Father of the Bride (1991),Comedy
2204,Crash (2004),Crime|Drama
23,Leaving Las Vegas (1995),Drama|Romance
1786,Dirty Rotten Scoundrels (1988),Comedy
2225,Flightplan (2005),Action|Drama|Thriller
2325,"Simpsons Movie, The (2007)",Animation|Comedy
2232,Brokeback Mountain (2005),Drama|Romance
365,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
1710,Annie (1982),Children|Musical
1147,Rocky III (1982),Action|Drama
1762,Evolution (2001),Comedy|Sci-Fi
2214,"Island, The (2005)",Action|Sci-Fi|Thriller
16,Four Rooms (1995),Comedy
913,In the Heat of the Night (1967),Drama|Mystery
1511,Thelma & Louise (1991),Adventure|Crime|Drama
72,Mr. Wrong (1996),Comedy
2416,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX
794,Picture Perfect (1997),Comedy|Romance
1973,Final Destination 2 (2003),Horror|Thriller
2010,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
2135,Roxanne (1987),Comedy|Romance
855,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
703,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
2132,"Terminal, The (2004)",Comedy|Drama|Romance
2098,Dogville (2003),Drama|Mystery|Thriller
679,"Room with a View, A (1986)",Drama|Romance
1317,Stop Making Sense (1984),Documentary|Musical
2340,American Gangster (2007),Crime|Drama|Thriller
1833,Life as a House (2001),Drama
293,"Program, The (1993)",Action|Drama
1832,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
1134,"Prince of Egypt, The (1998)",Animation|Musical
1512,Animal House (1978),Comedy
2456,X-Men: First Class (2011),Action|Adventure|Sci-Fi|Thriller|War
916,"French Connection, The (1971)",Action|Crime|Thriller
2238,"Descent, The (2005)",Adventure|Drama|Horror|Thriller
1968,"Hours, The (2002)",Drama|Romance
383,Spy Hard (1996),Comedy
236,Wyatt Earp (1994),Western
447,Meet Me in St. Louis (1944),Musical
2136,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX
405,She's the One (1996),Comedy|Romance
1385,Mister Roberts (1955),Comedy|Drama|War
1753,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
882,"Mis̩rables, Les (1998)",Crime|Drama|Romance|War
1976,How to Lose a Guy in 10 Days (2003),Comedy|Romance
1414,Midnight Run (1988),Action|Comedy|Crime|Thriller
980,"'burbs, The (1989)",Comedy
1907,"Bourne Identity, The (2002)",Action|Mystery|Thriller
2312,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy
209,"Client, The (1994)",Drama|Mystery|Thriller
897,Picnic at Hanging Rock (1975),Drama|Mystery
1494,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller
967,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1915,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
746,Evita (1996),Drama|Musical
240,Addams Family Values (1993),Children|Comedy|Fantasy
1819,Don't Say a Word (2001),Thriller
2435,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
1845,Behind Enemy Lines (2001),Action|Drama|War
946,Gremlins (1984),Comedy|Horror
889,Insomnia (1997),Drama|Mystery|Thriller
1451,Batman: Mask of the Phantasm (1993),Animation|Children
1093,Vampires (1998),Horror|Western
578,Strictly Ballroom (1992),Comedy|Romance
2084,Touching the Void (2003),Adventure|Documentary
2311,28 Weeks Later (2007),Horror|Sci-Fi|Thriller
286,Much Ado About Nothing (1993),Comedy|Romance
172,Only You (1994),Comedy|Romance
46,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
1690,Wall Street (1987),Drama
2023,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
507,Pete's Dragon (1977),Adventure|Animation|Children|Musical
526,Sleeper (1973),Comedy|Sci-Fi
2444,Black Swan (2010),Drama|Thriller
1604,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
705,"Mirror Has Two Faces, The (1996)",Comedy|Drama|Romance
743,Michael (1996),Comedy|Drama|Fantasy|Romance
60,Antonia's Line (Antonia) (1995),Comedy|Drama
789,Conan the Barbarian (1982),Action|Adventure|Fantasy
2193,In Good Company (2004),Comedy|Drama
1515,Double Indemnity (1944),Crime|Drama|Film-Noir
2095,Dawn of the Dead (2004),Action|Drama|Horror|Thriller
139,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
1365,For Your Eyes Only (1981),Action|Adventure|Thriller
1560,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
1366,Licence to Kill (1989),Action|Adventure|Thriller
1030,Sixteen Candles (1984),Comedy|Romance
954,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
355,Courage Under Fire (1996),Action|Crime|Drama|War
1658,Remember the Titans (2000),Drama
2021,S.W.A.T. (2003),Action|Thriller
2008,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
845,Titanic (1997),Drama|Romance
1752,"Knight's Tale, A (2001)",Action|Comedy|Romance
863,Sphere (1998),Sci-Fi|Thriller
1950,"Quiet American, The (2002)",Drama|Thriller|War
2048,"Italian Job, The (1969)",Action|Comedy|Crime
438,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller
2290,Saw III (2006),Crime|Horror|Thriller
773,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1257,Muppets From Space (1999),Children|Comedy
1518,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
259,Dave (1993),Comedy|Romance
1357,"Straight Story, The (1999)",Adventure|Drama
317,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
1252,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
264,Fearless (1993),Drama
1266,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
1013,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy
779,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1977,Shanghai Knights (2003),Action|Adventure|Comedy
1384,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
1367,Live and Let Die (1973),Action|Adventure|Thriller
1116,Fletch Lives (1989),Comedy
817,"Fast, Cheap & Out of Control (1997)",Documentary
596,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
2362,"10,000 BC (2008)",Adventure|Romance|Thriller
663,Night on Earth (1991),Comedy|Drama
449,Gone with the Wind (1939),Drama|Romance|War
1418,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
2220,"Constant Gardener, The (2005)",Drama|Thriller
1439,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller
61,Angels and Insects (1995),Drama|Romance
1203,"Haunting, The (1963)",Horror|Thriller
661,Cyrano de Bergerac (1990),Comedy|Drama|Romance
1767,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
96,Clockers (1995),Crime|Drama|Mystery
1625,Scary Movie (2000),Comedy|Horror
1728,Hannibal (2001),Horror|Thriller
1736,"Dish, The (2001)",Comedy
1447,Five Easy Pieces (1970),Drama
2316,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
398,Eraser (1996),Action|Drama|Thriller
1091,Life Is Beautiful (La Vita ̬ bella) (1997),Comedy|Drama|Romance|War
187,Stargate (1994),Action|Adventure|Sci-Fi
1994,Identity (2003),Crime|Horror|Mystery|Thriller
366,"Substitute, The (1996)",Action|Crime|Drama
2471,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX
2223,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy
1427,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy
257,Coneheads (1993),Comedy|Sci-Fi
1275,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
421,Tin Cup (1996),Comedy|Drama|Romance
1815,Jeepers Creepers (2001),Horror
419,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
1242,Buena Vista Social Club (1999),Documentary|Musical
475,"39 Steps, The (1935)",Drama|Mystery|Thriller
624,"Terminator, The (1984)",Action|Sci-Fi|Thriller
28,Dangerous Minds (1995),Drama
728,Jaws (1975),Action|Horror
1798,America's Sweethearts (2001),Comedy|Romance
433,Breakfast at Tiffany's (1961),Drama|Romance
90,Rob Roy (1995),Action|Drama|Romance|War
2332,Eastern Promises (2007),Crime|Drama|Thriller
552,On Golden Pond (1981),Drama
2475,Prometheus (2012),Action|Horror|Sci-Fi|IMAX
1231,Superman III (1983),Action|Adventure|Sci-Fi
1607,Gone in 60 Seconds (2000),Action|Crime
15,Sense and Sensibility (1995),Drama|Romance
1899,"Scorpion King, The (2002)",Action|Adventure|Fantasy
1322,Deliverance (1972),Adventure|Drama|Thriller
285,Executive Decision (1996),Action|Adventure|Thriller
691,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
1812,"Others, The (2001)",Drama|Horror|Mystery|Thriller
1551,Bachelor Party (1984),Comedy
1897,Joe Versus the Volcano (1990),Comedy|Romance
808,U Turn (1997),Crime|Drama|Mystery
554,Drop Dead Fred (1991),Comedy|Fantasy
376,"Great White Hype, The (1996)",Comedy
38,To Die For (1995),Comedy|Drama|Thriller
2295,"Holiday, The (2006)",Comedy|Romance
148,Heavenly Creatures (1994),Crime|Drama
1226,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
1458,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller
159,"Little Princess, A (1995)",Children|Drama
2069,"Cooler, The (2003)",Comedy|Drama|Romance
7,Sudden Death (1995),Action
1948,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
985,"Mighty Ducks, The (1992)",Children|Comedy
1902,About a Boy (2002),Comedy|Drama|Romance
1672,Little Nicky (2000),Comedy
351,Primal Fear (1996),Crime|Drama|Mystery|Thriller
182,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
265,With Honors (1994),Comedy|Drama
78,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime
350,"Last Supper, The (1995)",Drama|Thriller
403,Harriet the Spy (1996),Children|Comedy
1642,Saving Grace (2000),Comedy
2140,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
280,Made in America (1993),Comedy
518,"Ghost and the Darkness, The (1996)",Action|Adventure
591,12 Angry Men (1957),Drama
111,Lord of Illusions (1995),Horror
1865,Conan the Destroyer (1984),Action|Adventure|Fantasy
1364,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
1808,Rush Hour 2 (2001),Action|Comedy
1174,Crocodile Dundee (1986),Adventure|Comedy
1535,High Fidelity (2000),Comedy|Drama|Romance
2081,Paycheck (2003),Action|Sci-Fi|Thriller
777,Addicted to Love (1997),Comedy|Romance
2041,"Station Agent, The (2003)",Comedy|Drama
414,Matilda (1996),Children|Comedy|Fantasy
1213,Go (1999),Comedy|Crime
1288,Bowfinger (1999),Comedy
904,There's Something About Mary (1998),Comedy|Romance
2461,"Crazy, Stupid, Love. (2011)",Comedy|Drama|Romance
683,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama
824,Witness (1985),Drama|Romance|Thriller
1397,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
714,101 Dalmatians (1996),Adventure|Children|Comedy
165,Mixed Nuts (1994),Comedy
2303,Shooter (2007),Action|Drama|Thriller
765,Crash (1996),Drama|Thriller
409,"Adventures of Pinocchio, The (1996)",Adventure|Children
2032,Underworld (2003),Action|Fantasy|Horror
448,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical
1745,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance
1791,Twins (1988),Comedy
1966,Catch Me If You Can (2002),Crime|Drama
1017,Atlantic City (1980),Crime|Drama|Romance
1412,Fatal Attraction (1987),Drama|Thriller
93,Blue in the Face (1995),Comedy|Drama
2096,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
800,My Own Private Idaho (1991),Drama|Romance
377,Cold Comfort Farm (1995),Comedy
1700,"Gift, The (2000)",Thriller
2219,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller
2076,Mona Lisa Smile (2003),Drama|Romance
2019,American Wedding (American Pie 3) (2003),Comedy
968,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
922,Out of Africa (1985),Drama|Romance
2415,(500) Days of Summer (2009),Comedy|Drama|Romance
1343,Hairspray (1988),Comedy|Drama
1506,"Great Muppet Caper, The (1981)",Children|Comedy
1623,F/X (1986),Action|Crime|Thriller
1280,Little Shop of Horrors (1986),Comedy|Horror|Musical
538,Weekend at Bernie's (1989),Comedy
1432,Magnolia (1999),Drama
1684,Dungeons & Dragons (2000),Adventure|Fantasy
692,"Amityville Horror, The (1979)",Drama|Horror|Mystery|Thriller
820,Stripes (1981),Comedy|War
238,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
2194,Meet the Fockers (2004),Comedy
836,"Apostle, The (1997)",Drama
1956,Maid in Manhattan (2002),Comedy|Romance
1770,"Fast and the Furious, The (2001)",Action|Crime|Thriller
642,"Shining, The (1980)",Horror
1380,"General, The (1926)",Comedy|War
1403,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
1870,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
1051,Shadow of a Doubt (1943),Crime|Drama|Thriller
1092,Orgazmo (1997),Comedy
778,Brassed Off (1996),Comedy|Drama|Romance
487,"Chamber, The (1996)",Drama
2479,Looper (2012),Action|Crime|Sci-Fi
2218,"40-Year-Old Virgin, The (2005)",Comedy|Romance
1321,Fright Night (1985),Comedy|Horror|Thriller
1142,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
997,Tron (1982),Action|Adventure|Sci-Fi
509,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical
1801,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
1772,Sexy Beast (2000),Comedy|Crime|Drama
483,2 Days in the Valley (1996),Crime|Film-Noir
2117,Gladiator (1992),Action|Drama
2359,Hellboy II: The Golden Army (2008),Action|Adventure|Fantasy|Sci-Fi
1012,Children of the Corn (1984),Horror|Thriller
1963,Narc (2002),Crime|Drama|Thriller
2301,Zodiac (2007),Crime|Drama|Thriller
1175,Crocodile Dundee II (1988),Action|Adventure|Comedy
1132,Jack Frost (1998),Children|Comedy|Drama
829,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
482,Last Man Standing (1996),Action|Crime|Drama|Thriller
1378,Drugstore Cowboy (1989),Crime|Drama
2387,Slumdog Millionaire (2008),Crime|Drama|Romance
258,Cops and Robbersons (1994),Comedy
1461,Wayne's World (1992),Comedy
244,Bad Girls (1994),Western
294,"Ref, The (1994)",Comedy
1277,Brighton Beach Memoirs (1986),Comedy
1071,Them! (1954),Horror|Sci-Fi|Thriller
1738,Heartbreakers (2001),Comedy|Crime|Romance
520,Everyone Says I Love You (1996),Comedy|Musical|Romance
6,Sabrina (1995),Comedy|Romance
2171,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance
887,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
322,Tombstone (1993),Action|Drama|Western
1583,Big Momma's House (2000),Comedy
1827,"Last Castle, The (2001)",Action
1164,Varsity Blues (1999),Comedy|Drama
1813,Rat Race (2001),Comedy
900,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
759,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
2313,Once (2006),Drama|Musical|Romance
760,Donnie Brasco (1997),Crime|Drama
