movieId,userId,rating
2424,844,4.0
19,468,5.0
14,355,4.0
2228,106,4.5
785,840,3.5
597,844,4.0
2254,400,3.5
65,49,1.0
1115,639,4.5
555,840,2.0
607,702,3.5
2477,775,2.0
981,508,4.0
2253,444,3.5
2129,819,2.5
2167,123,4.5
1771,417,3.5
1136,192,4.5
384,148,5.0
1811,123,0.5
2358,37,3.0
2394,321,3.0
2202,243,3.0
1799,177,3.0
1937,798,3.5
32,450,4.5
862,430,1.5
448,522,4.5
1201,581,3.0
2166,589,4.0
1486,384,3.5
900,330,4.0
42,497,4.0
527,810,4.0
369,475,3.0
2494,359,4.0
2150,66,3.0
171,97,4.0
2162,563,5.0
76,692,4.0
1235,848,5.0
2298,763,4.0
675,655,3.5
2300,411,4.0
597,802,4.0
54,724,5.0
1962,424,3.0
412,94,4.0
1571,330,1.0
1954,780,3.5
2430,809,4.5
453,707,3.5
2484,766,4.5
2451,345,1.0
1998,327,4.5
2084,375,5.0
2108,702,4.0
1248,594,4.0
2312,428,3.0
33,489,4.0
2462,388,1.0
2264,684,3.5
1377,100,3.5
607,0,4.5
2145,417,4.0
2340,300,2.5
1227,503,4.0
331,212,3.0
2218,39,4.5
2046,137,1.5
1612,713,4.0
2360,515,4.0
1118,805,3.0
2469,168,3.0
1184,549,3.0
1072,639,2.5
2166,766,3.0
2262,523,4.0
817,612,2.5
268,292,4.0
2458,386,4.5
499,547,4.0
77,468,5.0
1996,737,2.0
2320,252,4.0
1271,128,3.5
2364,717,3.5
1896,572,4.0
2208,37,1.5
2002,613,4.0
1812,337,4.0
379,257,4.5
919,26,3.5
160,704,4.0
2125,232,3.5
589,50,4.0
1297,215,4.0
2370,821,3.5
53,538,3.0
2072,642,3.5
2055,125,2.5
1625,307,3.0
2086,52,3.5
592,275,5.0
1702,805,3.0
16,454,5.0
1824,515,4.5
894,132,3.0
2012,814,4.0
53,729,3.0
143,843,3.0
2335,373,3.5
1255,249,3.0
1966,702,4.5
2208,330,4.5
1920,744,3.0
2312,212,4.0
924,155,4.5
476,122,2.0
1805,580,2.0
1082,215,2.0
620,661,5.0
750,236,2.0
1535,844,5.0
1462,835,2.0
1012,724,3.0
1990,345,4.5
631,788,3.0
1014,188,2.0
818,310,3.5
1288,732,3.5
1739,303,2.0
2142,361,4.0
1148,43,0.5
471,54,2.5
2413,432,5.0
1902,125,3.5
2195,445,4.5
845,35,4.0
2334,796,4.0
1607,97,2.0
1952,330,5.0
121,449,3.0
603,714,4.5
982,344,4.5
1217,803,4.0
1896,325,1.0
9,373,3.5
2455,465,3.5
2138,137,3.5
77,541,4.5
728,204,3.5
1701,68,2.5
299,825,3.0
167,572,3.0
825,122,4.5
851,303,4.0
2075,350,4.0
1512,215,3.0
1438,821,3.5
2298,233,4.0
1655,215,2.0
875,824,3.0
100,408,2.0
2205,575,3.0
1201,249,3.0
523,367,3.5
2435,337,4.0
864,735,2.0
649,178,4.0
2,207,2.5
2236,515,4.5
568,787,3.0
1861,449,4.0
1662,287,4.0
2155,282,5.0
235,541,4.5
562,816,4.5
1193,377,4.0
2343,461,4.0
953,265,5.0
85,845,3.0
1683,113,2.0
320,564,4.5
1568,53,3.0
2021,460,3.5
1425,141,0.5
1181,163,2.0
2497,16,4.5
85,609,3.0
2472,327,5.0
618,659,5.0
2301,722,4.5
620,275,4.5
1646,487,4.0
1618,756,3.0
498,562,5.0
2333,604,3.5
1686,18,3.0
2102,252,3.5
2032,475,2.0
924,158,3.5
1900,247,2.5
2233,147,4.0
484,49,2.0
2216,591,4.0
626,68,3.5
513,618,3.5
586,386,4.0
1467,304,3.0
1136,410,4.5
1503,545,2.5
338,833,5.0
452,747,3.0
719,2,3.5
2234,303,3.5
261,728,3.5
2071,77,3.5
536,471,4.5
1753,556,3.0
2367,203,4.0
1720,364,4.0
1854,173,5.0
782,264,2.5
2398,475,3.0
213,748,3.5
1959,528,3.5
741,750,2.0
649,426,4.0
195,724,3.5
537,147,4.0
384,371,5.0
378,532,4.5
1065,565,4.5
378,700,3.0
109,807,3.5
2239,275,4.5
851,267,5.0
2187,110,3.5
757,40,2.5
266,724,4.0
2226,411,3.0
2266,84,3.5
213,649,3.0
2209,108,4.5
623,730,4.0
971,50,2.5
1854,28,4.0
1876,3,2.0
1134,30,3.5
1243,565,2.5
960,545,1.5
2200,357,2.5
928,522,3.5
287,802,5.0
1091,805,5.0
704,175,3.5
2253,763,4.0
1709,129,4.0
1948,212,4.0
1192,257,2.5
98,410,4.5
640,206,3.5
983,160,3.0
2170,798,3.5
790,464,4.0
302,54,2.5
255,56,3.0
1262,498,3.5
2050,146,4.0
1886,731,4.0
2462,479,3.5
1911,523,5.0
217,805,3.0
463,375,3.0
1771,846,2.0
1068,603,4.0
2378,716,3.5
2334,197,4.0
608,295,2.0
2208,303,3.0
2360,37,4.5
976,761,4.0
734,58,3.0
337,304,2.0
899,833,4.0
2296,395,3.5
320,331,3.0
2304,666,1.5
1581,307,3.0
1319,805,4.0
175,44,4.5
1547,705,5.0
77,786,4.5
25,487,4.0
991,484,4.5
1485,368,3.0
1354,257,4.0
285,174,5.0
608,325,4.5
1588,444,4.0
2287,833,4.5
2169,21,3.5
2374,271,4.5
1206,276,1.5
1482,388,2.5
804,116,4.0
586,346,4.0
2419,388,4.0
421,639,2.5
42,495,5.0
775,464,4.0
2322,513,4.0
1135,14,4.0
478,100,4.0
1292,761,4.0
1936,727,5.0
2122,660,4.0
1611,92,3.5
1194,475,3.0
2459,212,4.0
1042,18,4.0
2044,461,3.5
548,450,3.5
1994,285,3.5
1772,833,4.5
1230,122,1.5
409,541,3.5
1379,207,3.5
2347,139,4.5
2260,100,3.0
2469,97,3.5
788,105,3.5
309,488,3.0
958,741,3.0
212,705,2.5
1240,481,3.0
1256,835,3.5
87,359,3.0
1144,562,3.0
330,85,3.0
38,129,4.0
1764,297,3.5
2145,177,3.0
1826,545,2.0
1660,327,5.0
2206,72,4.0
1799,706,2.0
1601,815,1.0
1035,675,1.5
614,649,3.0
900,26,1.5
1998,592,3.5
2381,320,4.0
1659,589,3.0
2262,713,2.0
2239,517,5.0
27,436,5.0
1316,819,4.0
729,819,1.5
294,839,2.5
2202,214,2.5
564,395,4.5
961,468,3.5
1848,806,2.0
2479,619,3.5
1075,728,2.0
68,665,2.0
1053,705,5.0
1261,580,4.0
422,164,5.0
2228,276,3.0
630,13,4.5
537,833,5.0
643,565,4.0
456,845,3.0
1962,730,3.0
1587,169,4.5
2421,792,3.0
1859,97,3.5
2458,834,4.5
1771,368,4.0
637,47,5.0
612,11,3.0
1986,215,1.5
208,594,3.0
499,724,2.5
1512,578,5.0
1352,151,5.0
1199,654,3.5
2285,123,4.5
875,141,3.0
2051,861,4.0
1006,307,3.0
2368,194,5.0
321,206,3.5
276,60,4.0
2061,813,5.0
2372,436,5.0
96,475,3.0
1939,68,4.0
29,676,3.5
102,304,3.0
441,53,3.5
399,123,1.5
219,538,4.5
157,239,3.5
404,325,3.0
1836,741,2.5
529,449,4.0
2205,50,4.5
1201,370,4.0
2242,9,3.0
1224,275,3.5
1780,151,4.0
219,376,4.0
153,675,0.5
643,395,5.0
1355,98,4.0
2203,23,0.5
183,338,1.0
1847,594,3.5
1750,256,2.5
1014,688,2.5
330,569,2.0
2053,425,4.0
2482,722,3.5
1886,498,3.5
1737,505,4.5
812,12,5.0
925,466,4.5
1809,40,4.0
1107,33,4.0
513,441,5.0
2231,489,3.5
1121,475,1.5
997,354,3.5
1633,541,4.0
276,607,3.0
584,626,4.0
2049,244,2.5
602,668,2.0
2278,43,3.0
219,335,3.5
122,207,3.0
1796,464,2.5
2195,280,4.0
311,119,3.5
909,580,4.0
1565,497,5.0
1546,815,2.0
1948,459,2.5
1900,76,2.0
779,708,3.0
1661,251,5.0
406,9,5.0
2321,54,2.5
2154,423,4.0
187,697,4.0
2444,147,4.5
438,45,5.0
2374,305,3.0
1663,807,4.0
223,431,4.5
231,675,0.5
2438,76,4.0
1461,303,2.5
178,345,3.5
144,320,3.5
2472,155,4.5
1266,95,1.5
725,44,3.5
1326,449,3.5
49,207,2.5
2115,23,5.0
780,206,3.0
1029,176,4.0
883,309,3.0
1835,700,3.0
1854,25,4.0
46,431,3.0
960,213,1.0
536,755,4.5
2116,762,4.0
1023,370,3.0
2456,327,5.0
2395,454,3.5
2130,495,5.0
2139,322,4.0
964,662,4.0
2028,707,5.0
339,643,3.0
1633,680,4.0
153,155,2.5
1615,111,2.5
1907,402,4.0
178,37,2.5
332,84,2.5
2194,259,3.0
1402,449,4.0
786,581,3.0
688,839,1.0
2408,15,2.0
176,65,5.0
1928,439,5.0
2066,589,4.5
378,526,3.5
2215,612,3.0
536,602,4.0
2070,374,5.0
2415,522,5.0
884,676,2.0
233,847,3.5
597,277,4.0
2072,378,3.5
1459,206,3.5
514,809,2.0
2214,848,1.5
1285,748,5.0
1574,335,3.5
676,488,4.0
1845,372,2.5
2231,121,4.0
900,138,3.0
2004,819,3.0
622,835,3.5
2437,241,5.0
1848,146,5.0
1135,368,4.0
1917,190,4.0
1666,436,4.5
2139,436,4.0
597,98,4.5
2368,847,4.5
1053,741,3.5
176,399,3.5
1740,788,3.0
1634,129,4.0
904,198,4.0
1617,580,4.5
160,129,2.0
2124,643,4.0
1729,431,5.0
2370,266,1.5
702,674,0.5
1948,307,2.0
962,541,4.0
1839,560,2.5
1989,52,2.0
1042,196,4.0
1753,275,4.0
1376,464,4.0
1370,17,5.0
2012,700,3.5
2288,622,3.0
481,303,3.5
2393,475,3.0
1543,531,3.5
46,464,4.0
71,404,3.5
384,815,3.0
562,142,3.5
2315,448,3.0
2420,811,4.0
2389,52,2.0
1383,761,4.0
2444,9,3.5
654,424,4.0
1049,94,4.0
539,835,3.0
1405,513,3.0
1907,803,4.0
2048,775,4.0
2301,662,4.5
925,162,3.5
2021,439,4.0
2371,52,2.5
1998,714,1.0
334,809,3.0
595,444,4.5
73,84,4.0
442,49,4.0
785,259,4.0
2498,747,4.0
2146,171,4.0
1854,414,4.5
1311,136,3.0
2055,700,3.5
602,424,2.5
174,585,3.0
1783,840,3.0
1602,294,3.0
76,158,3.5
789,354,2.0
2302,436,3.5
465,489,4.0
2475,522,2.5
2351,165,0.5
1916,73,1.5
1487,354,4.0
517,705,5.0
1750,845,4.5
2121,189,3.0
522,713,4.5
598,841,3.0
17,747,2.5
143,481,4.5
734,356,3.0
1499,839,3.5
1961,97,3.5
1401,546,3.0
903,26,4.5
2236,821,2.5
2091,301,3.0
2435,121,4.0
2214,408,3.5
2358,244,3.0
2458,775,3.0
2268,289,3.5
2209,176,3.0
2099,624,3.0
356,2,0.5
2416,56,4.0
1753,329,4.0
2286,782,4.5
852,276,3.5
361,39,2.0
755,206,4.0
586,215,4.0
1214,163,0.5
2080,796,2.0
2220,814,3.5
543,763,4.5
528,280,3.5
1565,424,4.0
1915,639,1.5
798,532,4.5
1293,371,5.0
2155,307,4.0
276,159,2.5
138,129,3.0
513,367,4.0
1775,819,2.0
1184,357,4.5
2349,538,2.0
79,207,1.0
139,72,2.5
2385,90,0.5
1564,400,3.5
2032,814,3.0
91,224,3.0
946,813,3.5
2002,675,4.0
189,573,5.0
1355,498,3.5
1919,367,2.5
2231,52,1.5
1756,49,3.5
406,320,4.0
1201,198,4.0
2393,580,4.5
2336,26,3.5
677,821,3.5
2091,469,2.5
900,49,1.0
1235,847,3.5
304,641,4.5
460,306,4.5
1793,660,0.5
1292,282,4.5
1077,861,3.5
395,751,2.5
1996,741,4.0
1607,18,3.5
1370,822,3.0
331,749,3.5
525,713,3.5
299,312,4.0
335,381,4.0
738,845,4.0
2155,266,4.0
335,761,4.0
1753,562,5.0
949,511,4.5
709,674,3.0
178,504,3.5
1958,529,4.0
958,507,5.0
2296,394,3.5
1720,162,3.5
189,715,5.0
17,630,1.5
1482,192,5.0
391,620,4.0
0,296,4.5
1116,305,4.0
2122,105,4.0
1225,333,3.5
1957,282,3.5
2314,832,5.0
1446,229,3.5
2019,705,3.5
805,161,3.0
74,553,5.0
732,158,4.0
2162,688,3.0
1723,303,3.5
2349,275,3.0
1900,489,4.0
927,515,4.0
911,487,5.0
501,30,3.5
1854,127,3.0
2109,64,3.5
83,475,1.5
2387,372,4.0
1298,201,3.5
1907,631,3.5
1903,446,3.0
1401,188,4.5
1465,53,1.0
2401,76,4.0
2297,488,3.5
1280,392,4.0
1928,821,3.5
219,846,3.0
189,616,4.5
503,821,3.5
1541,651,4.0
654,653,5.0
152,541,4.0
2270,251,4.5
1574,604,3.0
1100,303,4.0
1589,372,4.0
2360,833,4.5
1868,562,5.0
523,620,4.5
1482,329,3.5
1157,580,3.5
1898,845,3.0
2361,248,3.0
1417,370,4.0
1881,734,2.5
2155,635,4.0
1,508,3.0
693,505,3.5
2346,154,3.5
1131,325,4.5
2042,772,3.5
805,333,3.0
1753,194,4.5
1370,780,3.5
157,142,3.5
213,695,4.0
362,741,3.0
1654,745,2.5
1896,425,5.0
455,468,4.5
287,526,1.5
886,239,3.5
1939,257,3.0
204,230,1.0
662,422,5.0
213,829,5.0
1,639,1.0
1357,594,4.0
1663,772,4.0
2315,804,4.0
1049,123,5.0
2295,479,3.0
2252,125,3.5
1064,806,3.5
1355,724,4.0
845,648,3.0
624,44,4.0
896,660,2.0
612,198,5.0
675,132,5.0
1907,129,2.0
2180,303,5.0
637,752,4.0
754,833,3.0
1955,724,4.0
2208,717,3.5
2001,242,3.0
1580,629,2.5
99,484,4.0
1129,478,3.0
1891,198,3.0
1094,448,4.5
2108,285,3.0
2405,753,4.5
2038,660,4.5
2234,660,4.5
1785,717,3.5
1437,648,3.5
2056,745,3.5
2250,160,3.5
626,12,2.0
1043,585,3.0
2450,411,3.0
2250,229,3.5
1919,834,3.0
254,302,4.5
2140,850,3.5
675,750,4.5
2158,745,4.5
1692,169,4.0
1236,772,3.5
904,507,2.0
806,572,3.0
2403,475,4.0
2123,271,2.0
1932,581,3.0
1355,763,4.5
1383,437,2.0
2469,815,3.0
2351,704,3.0
2259,420,3.0
2273,168,2.5
163,531,4.0
2241,431,5.0
1270,302,3.5
654,143,5.0
1800,573,4.0
2473,591,3.5
2298,703,4.0
91,366,3.0
0,196,3.0
2334,516,4.0
187,472,2.5
48,325,3.5
1972,307,3.5
601,219,5.0
1585,821,4.0
2415,577,5.0
1553,847,3.0
1355,89,4.5
1652,637,4.0
1358,714,3.0
182,750,4.0
718,486,3.5
2440,282,3.5
1543,847,3.5
2251,129,3.5
799,331,4.5
1285,304,4.0
1235,538,5.0
2411,658,3.0
1683,621,4.5
238,649,2.0
333,47,4.0
1418,417,2.5
2490,408,3.0
1998,376,5.0
2320,21,4.5
2147,289,3.0
2486,423,4.5
1243,543,4.0
901,236,3.0
103,647,2.5
1719,724,3.0
2109,104,3.0
1856,726,4.0
1360,662,4.0
214,735,4.0
584,574,4.0
1336,621,4.5
42,276,2.5
399,212,2.0
2096,223,3.5
2171,276,3.5
2001,538,4.0
1211,138,4.5
2060,538,3.5
649,141,4.5
2172,796,2.0
2178,716,4.0
1286,161,3.5
2298,629,3.5
2367,54,3.0
1566,345,1.0
481,788,4.0
504,9,4.0
1582,252,3.5
1797,712,3.0
514,649,3.0
1468,40,4.0
770,667,3.5
2204,354,4.0
1371,177,4.0
42,373,4.5
1996,167,3.5
948,400,3.0
958,240,4.5
2222,161,3.5
2275,155,4.5
885,49,4.0
1389,305,2.0
906,750,4.0
1704,402,4.0
2096,180,5.0
1621,852,3.0
469,633,4.0
1500,598,4.0
1607,113,4.0
1888,630,3.5
1030,136,3.0
1839,65,2.5
846,589,3.5
1877,660,2.0
2446,657,4.0
649,138,4.5
891,338,2.0
916,788,4.0
1540,815,3.0
208,286,3.0
609,654,3.5
1065,544,4.0
2073,137,2.0
2367,825,4.5
1923,451,4.5
911,598,4.0
395,436,4.0
29,616,2.5
1427,581,4.0
236,291,3.5
1966,69,5.0
2348,452,5.0
2162,732,5.0
324,462,4.5
1933,541,4.0
1402,28,3.5
528,613,4.0
1655,787,5.0
766,393,3.0
1832,66,2.0
860,371,4.0
1028,261,3.5
1349,43,2.0
1370,608,4.5
2426,122,3.5
1386,825,5.0
2286,375,3.5
1959,750,4.0
2234,648,2.0
1418,215,2.5
875,326,3.0
1839,756,3.5
157,82,4.0
1152,45,4.0
1854,469,2.5
2409,3,4.5
2123,191,3.0
313,330,3.5
2042,409,3.5
1038,761,4.0
964,495,3.0
451,425,4.0
1612,724,5.0
233,304,3.0
1869,21,4.0
2202,692,3.0
589,846,4.0
762,488,3.0
1,424,2.5
1328,488,3.0
2321,308,4.0
1250,289,2.0
1078,26,3.0
1703,676,2.0
1621,604,2.5
840,756,0.5
1649,289,2.5
1881,724,3.5
1074,642,3.0
1362,676,2.5
214,611,3.0
320,36,4.5
1490,276,3.5
2226,63,3.5
582,340,3.5
958,531,4.0
2191,801,5.0
770,833,5.0
129,745,5.0
445,589,3.5
811,147,4.0
2122,84,3.5
438,142,3.0
2467,282,4.0
1621,136,4.5
943,640,1.0
741,653,4.0
2433,618,4.0
750,839,1.0
2419,363,5.0
2250,485,2.0
931,204,4.0
2073,475,3.0
2392,831,3.0
1959,828,4.0
2172,105,3.0
2024,209,3.5
1659,487,1.5
938,717,3.5
1259,367,3.5
903,98,4.5
2136,759,2.5
940,26,3.5
642,436,5.0
1402,804,4.0
903,146,3.5
105,123,4.0
1949,110,2.0
1679,579,2.0
0,212,4.0
47,155,2.0
2433,768,5.0
2217,248,3.0
2435,285,4.5
2159,303,4.0
213,788,5.0
2209,583,4.5
601,256,5.0
633,852,5.0
312,49,1.0
213,394,2.5
2185,472,3.5
1220,153,3.0
662,518,2.5
685,45,4.0
2034,100,3.5
2325,37,4.0
1650,256,3.0
1767,269,4.0
2284,355,5.0
1403,159,2.5
2057,123,4.5
2252,604,3.5
378,60,4.0
8,676,2.5
1709,761,4.0
175,801,5.0
1,651,3.0
638,537,3.5
1255,287,1.5
654,602,4.0
1694,714,5.0
2425,839,3.0
2423,478,4.5
465,787,4.5
1617,248,1.0
1020,835,3.0
690,740,3.0
121,705,3.5
291,643,3.0
374,572,4.0
335,128,3.5
1096,515,3.0
1413,833,5.0
964,844,4.5
1911,190,4.0
899,705,3.0
2444,338,4.5
1959,15,3.5
1340,276,3.5
1075,473,3.0
681,242,3.5
1043,651,4.0
199,357,4.0
2326,14,4.0
419,589,3.0
455,786,4.0
477,259,5.0
1820,448,3.0
1955,618,4.0
1821,643,4.0
313,30,1.5
233,257,4.0
1884,11,1.0
2188,226,4.0
1679,424,2.5
525,697,4.5
1547,198,3.5
1425,357,4.5
1,531,3.5
1432,435,3.0
1946,356,3.5
1530,22,4.0
2405,527,3.5
2207,321,4.0
2190,136,3.5
1594,257,4.0
2193,824,3.0
1983,173,2.0
1094,444,3.5
1937,412,3.0
2077,129,3.5
1965,730,3.5
645,613,4.0
984,741,4.0
2217,713,4.0
135,724,3.0
1054,256,4.5
1829,388,5.0
2030,351,4.0
1866,660,3.5
1980,402,4.0
1179,831,4.5
1761,276,0.5
2142,371,5.0
2494,20,2.5
1629,859,1.5
1516,132,1.5
1813,607,3.5
1555,161,3.5
2396,9,3.0
2056,434,4.0
2218,421,1.5
900,305,2.0
391,127,4.5
2349,13,4.0
175,313,5.0
2052,84,3.0
1424,378,3.5
2469,502,4.0
1244,395,4.0
1801,285,4.0
1753,160,4.0
589,843,3.5
1309,347,3.0
2367,848,4.0
2349,591,3.0
2030,479,4.0
1524,52,2.0
1866,373,4.5
270,680,3.0
625,52,1.5
914,814,3.0
964,800,3.5
13,276,2.5
2456,562,4.0
1737,279,4.0
666,833,5.0
1214,538,1.5
2099,590,4.0
2439,825,4.0
2315,56,3.5
2007,259,3.0
2258,750,2.5
1255,603,3.5
1764,522,3.0
279,206,3.5
2172,629,2.5
952,686,5.0
89,847,2.5
1821,735,3.0
1931,595,3.5
611,297,4.5
1597,438,3.0
1,244,3.0
707,16,3.5
396,713,3.5
2296,294,3.5
2309,64,2.0
2161,229,3.5
734,787,5.0
2229,745,4.0
42,108,5.0
2424,300,2.0
886,199,4.5
1870,719,4.0
1529,612,3.0
1530,294,3.5
87,153,4.0
1913,473,3.5
33,604,3.0
2421,609,4.0
1252,740,4.5
1207,202,3.5
32,822,3.0
186,819,2.0
650,593,4.0
40,319,4.0
1948,60,3.0
1521,594,3.0
1326,326,2.5
864,488,4.0
2319,408,3.5
1907,835,3.0
2232,403,4.0
823,30,2.5
176,836,5.0
1455,658,3.5
2240,674,3.0
85,49,3.0
764,668,4.0
812,354,3.5
2132,286,2.0
336,813,4.0
1958,787,4.0
1965,746,4.5
1694,377,4.0
2428,622,3.5
1617,766,3.0
2144,807,1.5
292,417,3.5
1981,613,3.0
550,11,3.0
1704,84,4.5
1894,637,3.0
95,858,1.0
1902,9,3.5
1846,394,4.0
1819,253,2.0
106,834,3.0
839,77,3.5
2154,335,4.0
1677,813,0.5
2089,248,4.0
2250,460,4.0
2051,156,5.0
2205,395,2.0
2488,305,4.0
287,11,1.0
1912,63,4.0
933,660,3.0
1370,766,3.5
2075,633,4.0
2394,295,4.5
1835,0,3.5
334,331,5.0
2333,193,4.0
588,82,3.5
861,807,1.0
944,141,3.0
1959,723,4.5
811,424,5.0
1355,833,5.0
689,45,5.0
1065,54,2.0
1707,586,4.0
143,421,3.0
2449,741,4.0
2072,737,3.0
96,464,4.0
1670,73,2.0
2209,581,4.0
2096,242,3.5
1811,557,3.0
593,351,4.5
1342,394,3.5
962,116,3.0
2047,633,4.0
305,345,2.0
1621,161,3.5
551,97,4.0
517,30,4.5
2397,394,3.0
2102,564,5.0
2371,444,3.0
1094,747,4.0
1564,815,4.0
2263,90,4.0
1044,573,4.0
1235,858,3.5
778,488,4.0
1355,171,3.0
2129,811,3.0
1252,813,1.0
127,408,2.5
1835,66,3.0
2044,125,3.5
2215,306,4.0
854,580,4.5
1048,161,3.5
1188,123,3.5
1701,28,3.5
1219,514,4.0
2208,592,4.5
895,140,3.0
660,807,4.0
2286,373,3.5
1229,365,3.0
2431,176,4.0
1934,276,2.5
1243,380,3.0
392,305,4.0
2379,661,2.5
2424,432,3.0
2330,787,4.5
664,680,3.0
1835,469,4.0
1785,734,2.5
610,474,4.0
1419,479,4.5
602,232,4.5
620,209,5.0
689,833,4.0
675,442,3.5
1060,161,3.5
2181,815,4.0
1434,581,4.0
1558,129,3.0
1434,266,1.5
1959,716,4.0
361,256,3.0
2310,13,4.5
290,215,3.5
2223,394,2.5
924,316,4.0
2490,275,3.5
2411,168,4.5
851,189,4.5
857,180,3.0
1419,763,4.5
1329,136,3.5
554,475,2.5
2025,123,4.5
1949,267,1.0
2466,800,4.5
230,530,3.5
1683,720,5.0
859,484,1.0
1258,301,3.0
942,833,5.0
1930,403,4.5
715,634,4.0
1292,478,4.5
438,275,5.0
2442,225,2.5
1862,750,4.0
643,662,4.0
1043,807,2.0
1817,839,3.0
1512,438,4.5
266,449,4.0
1264,43,1.0
9,859,3.0
1835,345,4.0
1765,50,3.0
1817,537,3.5
646,417,4.0
815,527,5.0
770,744,4.0
1834,297,3.5
1557,806,3.0
188,466,4.0
1097,565,3.5
1154,262,3.5
1326,189,3.5
544,22,5.0
1074,300,3.5
2211,508,3.5
1403,99,3.5
1923,439,4.0
854,88,4.5
1099,676,2.5
1812,150,4.5
1261,322,4.0
764,475,3.0
2251,113,3.5
1890,50,4.0
1902,398,3.0
838,244,2.0
1488,394,5.0
962,242,3.5
2213,475,3.0
1578,649,4.0
1354,232,3.0
1681,27,4.0
1848,248,3.5
399,802,4.5
615,354,4.0
1237,594,4.0
2167,226,4.0
1432,572,4.0
302,85,5.0
2033,364,4.0
846,257,0.5
1955,91,4.5
1312,155,2.5
2075,211,4.0
2437,192,3.5
2341,395,4.0
536,274,4.5
2055,515,4.0
931,100,3.5
1910,345,5.0
930,11,3.0
2097,207,3.0
1915,475,2.0
692,768,2.0
2272,200,3.0
869,727,3.0
2190,541,4.5
2321,499,2.5
541,207,3.0
2466,479,4.0
1980,373,3.5
1419,471,3.5
2289,824,4.0
2131,417,3.0
1838,267,1.0
2271,559,5.0
2258,469,3.5
1986,537,3.0
575,814,4.0
1,229,2.5
1604,602,4.0
460,490,4.0
1706,633,3.5
775,18,3.0
620,519,0.5
1362,660,5.0
1691,121,4.0
498,825,4.0
1690,51,3.5
1046,821,4.5
260,335,4.0
291,284,2.5
2310,791,4.0
2338,804,3.0
339,482,4.0
42,204,4.0
508,834,3.0
19,515,3.0
1355,359,4.5
1903,523,2.5
953,374,3.0
1994,52,3.5
2468,634,3.5
2390,396,5.0
825,475,3.5
536,662,5.0
498,26,3.0
986,400,3.5
1151,581,2.0
593,189,5.0
335,297,4.0
438,438,5.0
1225,65,2.5
2032,190,4.5
1255,92,2.5
2132,366,3.0
1699,833,4.5
1567,817,5.0
601,573,5.0
671,479,4.0
