,movieId,tag,TagWeight
130,2478,classic hollywood bullshit about bad guy talks too much when his about to shoot someone instead of just shoot him.,0.0765769073155605
131,2478,motorcycle chase,0.0765769073155605
132,2478,the way of presenting Turkey,0.0765769073155605
133,2478,they are always talking,0.0765769073155605
134,2486,first half of the movie,0.06571191463423198
135,2486,leonard DiCaprio's acting,0.06571191463423198
136,2486,opening song,0.06571191463423198
137,2486,songs,0.05406584659619779
138,2486,that hollywood blow everything up and one guy vs all  army thing.,0.06571191463423198
139,2486,waltz's character was same with his inglourious basterds character.,0.06571191463423198
140,12,Oliver Stone,0.5833571446026938
141,145,Debra Winger,0.30677758117209813
142,574,Angelica Huston,0.6494764425461722
143,628,Woody Allen,0.639069570306495
144,1230,Christopher Reeve,0.36024524497948557
145,1625,silly fun,0.17870108690356024
146,1902,Hugh Grant,0.45375095482237715
147,1939,Naomi Watts,0.40740822025898665
148,2049,Keanu Reeves,0.32067917184751493
149,2072,Tim Burton,0.5045596672452314
150,176,crime,0.06541199756224592
151,176,intelligent,0.02370493577484608
152,176,non-linear,0.06801528807442299
153,200,Crowe,0.45263059220555735
154,1856,crowe,0.08623664516663965
155,2241,Scarlett Johansson,0.44419454694912247
156,219,animals,0.11576881533410928
157,219,disney,0.1497601956829835
158,219,lions,0.33713489633566757
159,2275,movie to sees,0.07382912856058484
160,2496,time travel,0.3460764017148298
161,15,Alan Rickman,0.2643368644011462
162,15,chick flick,0.14170077934427977
163,15,classic,0.031754136139084094
164,15,Hugh Grant,0.3304210805014327
165,15,Jane Austen,0.6399420161067189
166,15,Kate Winslet,0.27858513493828635
167,15,Period,0.08826970843690332
168,189,based on a book,0.08654199779920772
169,189,classic,0.11661778865428395
170,189,drama,0.08106188215350679
171,189,friendship,0.1866015083694724
172,189,heartwarming,0.051894535513005
173,189,Morgan Freeman,0.46401498058461477
174,189,reflective,0.12265181329235705
175,189,sexuality,0.033968118976255894
176,189,Stephen King,0.34278098952379576
177,189,twist ending,0.25881715009876805
178,1285,Drama,0.08362122241856661
179,1285,ghosts,0.3136863053689462
180,1285,horror,0.08391358244482051
181,1285,psychological,0.1354909313406814
182,1285,stylized,0.06637712702030159
183,1285,twist ending,0.48211483790481363
184,1285,understated,0.05574748161237774
185,1737,complicated,0.1577404724094907
186,1737,stylized,0.1012869418321736
187,1737,twist ending,0.3678370828580552
188,1737,violence,0.04279165869630556
189,2159,Christian Bale,0.6036657229423993
190,2159,creepy,0.2468318422471335
191,2159,twist ending,0.3183027877139694
192,87,Buddy movie,0.15686136302982231
193,139,Buddy movie,0.11269084960913911
194,176,Buddy movie,0.014860972560798897
195,312,voyeurism,0.5654844884580752
196,388,voyeurism,0.5192200186789886
197,607,Buddy movie,0.10450551585968128
198,943,Buddy movie,0.285368412490201
199,1259,voyeurism,0.41305969734925563
200,2154,existentialism,0.5623173210382568
201,2232,gay,0.13779394189822844
202,6,relationships,0.2547779469902077
203,32,death penalty,0.6128828188630142
204,32,prison,0.1636308307182864
205,132,high school,0.21356941607964305
206,132,ireland,0.48028602118959113
207,150,beethoven,0.3067996684359008
208,189,prison escape tenacity accountant,0.03233563783470313
209,214,relationships,0.08061624085026386
210,287,divorce,0.40317738624123645
211,287,nanny,0.08834372669399283
212,302,Holocaust Poland,0.056941171610312896
213,329,crime,0.09832502578322987
214,329,latch key kids,0.20815195964893526
215,330,death,0.1100467186128746
216,333,native americans,0.1838543162170788
217,339,hooker,0.11949497664815865
218,339,john,0.11949497664815865
219,422,crime,0.10112090361807129
220,422,family,0.07720956614534377
221,422,mafia,0.18896667591860186
222,449,civil war women,0.15014017195944476
223,453,future,0.09853274932026482
224,453,future art deco,0.05560110590452133
225,464,single woman,0.36492217660935466
226,472,angel,0.3126296227433541
227,472,Christmas,0.3056738984928944
228,472,library,0.0534758455353412
229,539,crime,0.0822256916702283
230,547,airplanes,0.12686589066021048
231,547,love,0.06476907807825105
232,547,military,0.17900491311650765
233,584,space,0.35965978660689774
234,586,history archeology,0.05912441238223342
235,597,space,0.2557477807054565
236,630,friendship,0.1630085714961814
237,630,high school,0.15072909211708188
238,654,future,0.13748564475692446
239,829,TV,0.07915618216680012
240,845,love,0.03866794846447778
241,845,shipwreck,0.24062560748270104
242,925,old age,0.25833360439731035
243,1006,archeology,0.10242100368743423
244,1229,superheros,0.19119675089070948
245,1261,paranormal phenomenon,0.15800282477954486
246,1301,law school,0.645507113087323
247,1521,radio,0.25103049513206255
248,1683,china mysticism,0.0811150412028734
249,1694,chocolate,0.3475581836089011
250,1694,family,0.09722529094820133
251,1694,tolerance,0.18425906113928997
252,1707,drugs,0.5077575720649884
253,1712,military,0.1413881450397476
254,1744,relationships,0.08200083649869755
255,1766,cross dressing,0.25409016667607714
256,1778,christmas England history,0.1592682632721619
257,1846,crime,0.16234455053318653
258,1848,cafe,0.03777374838286595
259,1848,France,0.13984162059722502
260,1903,space,0.2780669478830707
261,2040,high school,0.08487900000345115
262,2150,future art deco,0.2690123907919269
263,2162,fashion,0.04452378575718782
264,2187,boxing women tenacity,0.04667178442940143
265,2205,space,0.2433523263851892
266,2244,women japan world war w,0.14878221257212051
267,29,original,0.07994336661957847
268,176,storytelling,0.051081080350016586
269,313,Harrison Ford,0.29911238389439704
270,313,philosophical,0.060389890900578856
271,313,sci-fi,0.17943416795916792
272,536,original,0.1562046205696827
273,584,adventure,0.20832056855301317
274,584,Harrison Ford,0.4480973657927651
275,584,robots,0.1562085104099945
276,601,aliens,0.33189086427916226
277,601,horror,0.3327112386938732
278,601,sci-fi,0.27897236257826846
279,601,space,0.28712206477436625
280,1074,original,0.21883246080829843
281,1210,alternate reality,0.20487015169807204
282,1210,artificial intelligence,0.14994247818094822
283,1210,sci-fi,0.24638424836390868
284,1210,thought-provoking,0.11929911225744402
285,1240,alternate reality,0.302943814201002
286,1240,crap ending,0.23474247727101857
287,1240,ontoleptic,0.11737123863550929
288,1240,simulated reality,0.5868561931775464
289,1285,mindfuck,0.13292502006076712
290,1336,alternate reality,0.12169382600460708
291,1336,alternate universe,0.10275118332051722
292,1336,Arnold Schwarzenegger,0.40581786003442716
293,1336,memory,0.29400486629900147
294,1336,virtual reality,0.46861829619146256
295,1682,storytelling,0.18518313764209599
296,1737,black and white,0.08070694375802438
297,1737,psychology,0.2790298313767174
298,1737,storytelling,0.08899988007834582
299,1737,twists & turns,0.06949474254835128
300,1907,amnesia,0.30920972861774454
301,1907,assassin,0.22439016478566604
302,1907,espionage,0.35282405890109353
303,1907,memory,0.14745842332059042
304,2102,storytelling,0.1888333798394534
305,2142,amnesia,0.2674713792407364
306,2142,assassin,0.14557582113823403
307,2142,espionage,0.3051984751108983
308,2201,storytelling,0.1767504972651999
309,2214,cloning,0.3407741296922083
310,2214,genetics,0.3119634111466071
311,2214,immortality,0.294931846353408
312,2214,sci-fi,0.13346636662953185
313,2214,scifi,0.19651948598219213
314,2214,surprise ending,0.1820829631538734
315,2215,adventure,0.06696605535624908
316,2215,assassin,0.11406504767115576
317,2215,sci-fi,0.25923101600160087
318,2478,James Bond,0.36051587842047855
319,2485,beautiful scenery,0.24894277232978484
320,2485,big budget,0.2814824311756073
321,2485,fantasy world,0.34745544780824816
322,2485,Tolkien,0.24894277232978484
323,2485,too long,0.09837146474691671
324,26,Amanda Root,0.3915545930826343
325,189,hope,0.02947022871999132
326,543,mental illness,0.34416255441649163
327,630,carpe diem,0.112989143076298
328,920,inspirational,0.28284660786327226
329,1215,ensemble cast,0.7306254652263923
330,1304,high school,0.6263545852903221
331,1400,inspirational,0.40702383599723424
332,1406,mental illness,0.22127538563329002
333,1544,thriller,0.3011878780359791
334,1705,ensemble cast,0.417242455134417
335,1819,thriller,0.38919338701642603
336,2119,tense,0.4220454604600597
337,2119,thriller,0.46078558869035896
338,2191,mental illness,0.22783637408918006
339,2237,cinematography,0.04482313890609453
340,2390,pixar,0.24858057796011368
341,2434,pixar,0.30531802869664004
342,2443,pixar,0.2337939097618854
343,2486,violent,0.09154560615858248
344,854,Albanians,0.16782551801551113
345,1663,Darren Aronofsky,0.15778809114825051
346,1663,hip hop montage,0.0662215595144654
347,1663,SnorriCam,0.0662215595144654
348,2217,Werner Herzog,0.591113101634036
349,2342,Noir,0.06771854184270763
350,2342,Tommy Lee Jones,0.17486056008192688
351,2397,Aronofsky,0.1099469194753188
352,2397,mass behavior,0.10020401887723768
353,2397,relationships,0.06470229022655989
354,2405,alternate history,0.2017450412207861
355,2405,violence,0.1665129607597943
356,2406,clones,0.12447522583774771
357,2406,solitude,0.22688981081264492
358,2417,segregation,0.16161476904969127
359,0,children,0.10966858208590431
360,0,computer animation,0.09905695332282133
361,0,Disney,0.18876063528857973
362,0,family,0.09732853787516718
363,0,Pixar,0.7254575359764263
364,334,atmospheric,0.1846111531165336
365,334,Batman,0.23042184819378841
366,334,dystopian,0.1348888045143256
367,334,Jack Nicholson,0.5271694724297913
368,334,Tim Burton,0.49470820992122533
369,335,Anthony Hopkins,0.35772916967732243
370,335,cannibalism,0.37696531129841515
371,335,disturbing,0.1988692696367158
372,335,Oscar (Best Actor),0.08332329699809907
373,335,Oscar (Best Actress),0.0697347675760797
374,335,Oscar (Best Picture),0.09231491688059754
375,335,psychology,0.267099089436076
376,335,serial killer,0.4850355134037429
377,335,tense,0.07701024920316883
378,343,black comedy,0.28628401001851084
379,343,dark comedy,0.406547526095817
380,635,dreams,0.3930724895538345
381,635,humorous,0.16897274291328038
382,635,surreal,0.2558590107227748
383,818,dystopia,0.41656458029533217
384,818,dystopic future,0.20471727455000358
385,818,inspiring,0.031135197619286358
386,818,sci-fi,0.14896489426588977
387,981,atmospheric,0.18016600463412993
388,981,David Lynch,0.6051796998713559
389,981,Dennis Hopper,0.23611733214431316
390,981,disturbing,0.2769377012358043
391,981,hallucinatory,0.19269584484792027
392,981,ominous,0.16419586352207516
393,981,surreal,0.22253313894551682
394,1087,dark,0.14237968048022892
395,1087,dark comedy,0.18617442815153132
396,1087,dark humor,0.3238945797715506
397,1087,loneliness,0.363679594182844
398,1087,Philip Seymour Hoffman,0.2537988758348539
399,1087,social commentary,0.14295296602214103
400,1417,Jeff Bridges,0.17745562597347214
401,1417,Robin Williams,0.30119310191572196
402,1417,Terry Gilliam,0.5323668779204164
403,1832,derivative,0.028828929793330342
404,1832,rip off,0.04225133108060501
405,2030,atmospheric,0.25974811067746717
406,2030,Bill Murray,0.5447305387779209
407,2030,bittersweet,0.2732955389154158
408,2030,cultural differences,0.08286112346914824
409,2030,intelligent,0.08170958081668812
410,2030,Melancholic,0.33144449387659297
411,2030,Oscar Nominee: Director,0.05869120398535118
412,2030,relationships,0.1337597164083784
413,2030,Scarlett Johansson,0.3849251106137017
414,2044,action,0.06645153154469009
415,2044,Quentin Tarantino,0.6906667639709154
416,2044,quirky,0.12669277875108947
417,2044,stylized,0.1640930744060448
418,2044,Tarantino,0.14575985066171712
419,2044,violence,0.1848692360507351
420,2102,action,0.11748740596241265
421,2102,martial arts,0.18778231082141955
422,2102,Quentin Tarantino,0.6590118824627862
423,2102,quirky,0.2133285015069685
424,2102,stylized,0.17192252882080014
425,2102,Tarantino,0.08590194160885971
426,2102,violence,0.1694787445679723
427,2154,Irony,0.09556503189855148
428,2154,psuedointellectual,0.09556503189855148
429,2154,satire,0.26408173849636873
430,2155,complex,0.13964652601174044
431,2155,complicated plot,0.3728185198239084
432,2155,disturbing,0.055739525184065955
433,2155,intellectual,0.22444084258464825
434,2155,low budget,0.193920416917523
435,2155,mindfuck,0.19047024630471285
436,2155,paradox,0.22256213888001014
437,2160,gore,0.26186448648963273
438,2181,depressing,0.22053130438179067
439,2181,disturbing,0.2712135176473837
440,2181,hallucinatory,0.22645548518974506
441,2181,stylized,0.2082569196409171
442,2181,tense,0.0980232185268433
443,2181,twist ending,0.336139053926171
444,2384,Coen Brothers,0.5052638971008241
445,2384,dark comedy,0.3226709073913694
446,2384,funny,0.025290939117258795
447,2384,stupidity,0.3281853217951906
448,2215,scifi,0.05654796374633913
449,2215,western,0.08926250076188658
450,2258,Ethan Hunt Should Stop Hogging The Screen!,0.4511711944514893
451,1031,Andrew Dice Clay,0.44502919816789377
452,2095,One-sided nudity,0.13939709424698532
453,2095,Sarah Polley,0.11981866173189039
454,2306,acting,0.07040711653723587
455,2306,cinematography,0.22235240812032067
456,2306,plot holes,0.07587326317886095
457,2306,ridiculous suspension of disbelief,0.12167528942970635
458,189,based on book,0.018866955023188237
459,224,Funny as hell,0.13953106655542266
460,1835,well done,0.07124471706938135
461,157,sci-fi,0.2438460824604655
462,157,space,0.39617348773454
463,287,Robin Williams,0.5443573222580366
464,343,Coen Brothers,0.5787314642946269
465,570,Black comedy,0.34951882940792683
466,570,cannibalism,0.40993654246695077
467,570,comedy,0.06495637086248553
468,570,dark comedy,0.1366387350603278
469,570,dark humor,0.19017239311452497
470,570,French,0.26943851180521733
471,570,Post apocalyptic,0.24363114934243638
472,570,quirky,0.22241060370568835
473,570,stylized,0.14936820113709978
474,584,sci-fi,0.23296744417273102
475,587,black comedy,0.2512145939820438
476,587,Robert De Niro,0.2437606863818658
477,587,Terry Gilliam,0.478530681735989
478,587,thought-provoking,0.28522663071656373
479,649,Bill Murray,0.47473964030203314
480,649,surreal,0.21929959604817545
481,845,romance,0.20798195904877945
482,904,Ben Stiller,0.5892319986972253
483,1316,dark comedy,0.3124547093531976
484,1316,surrealism,0.3749642535060469
485,1355,surreal,0.20935226085282263
486,1355,twist ending,0.33045674785058915
487,1370,surreal,0.3572619625656243
488,1629,action,0.11124012128430785
489,1832,surreal,0.3332733379699257
490,1856,psychology,0.38785092371954843
491,1907,action,0.21106077170707926
492,1932,alternate reality,0.15800454404591185
493,1932,animated,0.05395929297172617
494,1932,animation,0.14273579142489035
495,1932,anime,0.49079487589951376
496,1932,fantasy,0.23162702363086118
497,1932,Studio Ghibli,0.5030943648407766
498,2285,fantasy,0.25497182749802316
499,2285,surreal,0.368011773287461
500,2374,post-apocalyptic,0.20915034541032365
501,2408,sci-fi,0.20709107645733876
502,2408,space,0.2493748405595239
503,2424,sci-fi,0.26313294080295757
504,1592,Michelle Pfeiffer,0.2904975379859086
505,112,comic books,0.12747513536757402
506,1662,comical misunderstandings,0.2972338353474854
507,1662,obnoxious,0.1486169176737427
508,1875,contrived,0.33415712166650624
509,1875,overdramatic,0.3896308697779435
510,1875,preachy,0.3896308697779435
511,1875,silly,0.220835138955303
512,1894,contrived,0.5974058439685815
513,1921,contrived,0.05648012604692295
514,1921,plebian,0.08004227195367541
515,1921,ridiculous,0.15911110784761553
516,1921,stupid,0.16435614995692702
517,1932,whimsical,0.11286038860422275
518,1997,imagination,0.16024304265864206
519,1997,whimsical,0.04102634082978319
520,2024,boring,0.09708249624825453
521,2024,comic books,0.5991684434125497
522,2024,weird,0.27114856575169033
523,2424,bad science,0.06325666386322629
524,2424,morality,0.11785177621524694
525,2424,plot,0.0341887635740911
526,2424,simplistic,0.03928392540508231
527,2424,tripe,0.052292987310931315
528,2424,unobtainium,0.052292987310931315
529,2424,unoriginal,0.04302514461413812
530,620,great,0.10643100445347428
531,718,Star Trek,0.6988850517822693
532,1998,cyberpunk,0.22365274498362395
533,2049,sci-fi,0.07694873697052797
534,178,intelligent,0.17832667128614338
535,621,dark humor,0.17522903300358345
536,621,quirky,0.3074010457996991
537,664,Cinematography,0.17721982010635112
538,911,musical,0.20995455832934737
539,923,cinematography,0.09948192351706286
540,923,lavish,0.24254540129045257
541,1515,Barbara Stanwyck,0.4269872458326423
542,1515,film noir,0.26625714908032544
543,1515,stylized,0.20912789047183336
544,2476,cinematography,0.038144800506401656
545,2476,quirky,0.24356241595836237
546,2476,Smart,0.08349411964710207
547,2476,stylized,0.184020182700031
548,1095,Ian McKellen,0.7499763306988825
549,40,amazing!.,0.041808648913328285
550,69,Amazing!,0.12565178744965946
551,1703,I laughed.,0.22955779229142542
552,2044,much better than the sequel.,0.0496351598927698
553,2066,amazing photography,0.38944607165442147
554,2066,Epic,0.3463597505238046
555,2066,extremely interesting. Like an ancient tragedy.,0.16838698581114786
556,2102,horrible.,0.05850385531404739
557,1336,dystopia,0.2872012585275203
558,1693,Guy Ritchie,0.4263348941498101
559,2006,Coen Brothers,0.5376578369683238
560,339,romance,0.09375166307786843
561,612,composer,0.10429726121547052
562,2455,Marion Cotillard,0.19320521066271423
563,2455,Owen Wilson,0.372347067267863
564,2455,Paris,0.455229404136554
565,2246,action,0.07299924158015576
566,2246,banned movie,0.14259447959458044
567,2246,brutal,0.3755731924011374
568,2246,Disappointing,0.21810356773764913
569,2246,goretastic,0.1732272987743486
570,2246,Nudity (Topless),0.08392449952738534
571,2246,revenge,0.10045021733047373
572,2246,soft porn,0.10905178386882457
573,2246,torture,0.24470607511821793
574,2246,Tough to watch,0.21810356773764913
575,2246,unlikeable characters,0.2931691762556046
576,2299,based on a comic,0.21864847256393732
577,2299,motorcycle,0.3563613756073855
578,2299,Nicholas Cage,0.40657048139485985
579,2299,SO bad,0.1279741604764943
580,2440,dialogue,0.23320995195422328
581,2440,Emma Stone,0.6635904445365646
582,2440,family relationships,0.23534550240562283
583,2440,funny,0.15113688256742025
584,2440,satire,0.11893014258261439
585,2440,witty,0.3171470468869717
586,2486,19th century,0.08195217642626257
587,2486,brutal,0.15087409352640507
588,2486,drama,0.05491084385378122
589,2486,Funny,0.2278376331622181
590,2486,Great performances,0.19713574390269595
591,2486,Leonardo DiCaprio,0.33528383566530384
592,2486,Quentin Tarantino,0.43541557400618364
593,2486,Revenge,0.37846092617338456
594,2486,Soundtrack,0.05406584659619779
595,2042,Oscar (Best Actor),0.155394489002102
596,2186,Philip K. Dick,0.4675522036009464
597,5,Al Pacino,0.4359021323935036
598,5,Natalie Portman,0.18664077368794948
599,5,Robert De Niro,0.40335903105085785
600,5,suspense,0.12888902505577474
601,689,Billy Crystal,0.41705850500633096
602,689,chick flick,0.40612355785095555
603,689,cute,0.08315694880568542
604,689,meg ryan,0.357896592641926
605,689,romance,0.10889172986109005
606,1049,foul language,0.07044953802738514
607,2479,plot holes,0.1683594558989594
608,1655,sex drugs and rnr..what more could you want,0.11220902749108339
609,115,funny,0.09083071795269963
610,2237,unnecessary,0.17883597155853007
611,176,needless gratuitous violence,0.01978225550365737
612,386,always applicable to present,0.04935627933686955
613,386,insanely funny,0.04935627933686955
614,402,great direction,0.28502092464411677
615,402,impressive,0.28502092464411677
616,599,musical score drives me crazy!,0.09472940984429402
617,1737,brilliant in concept & execution,0.03446713255554962
618,2158,modern male friendship,0.10048799081372903
619,2270,quirky good,0.12043096499881266
620,2287,possibly scarring,0.11578826796112915
621,2489,intense,0.22094201344455316
622,2489,visually appealing,0.43817119187761855
623,2489,visually stunning,0.18146434278950327
624,621,dark comedy,0.44065679345804454
625,621,humorous,0.11556689928859709
626,621,must see,0.09586891648208908
627,621,suicide,0.2364628580735598
628,1829,bad science,0.12302309744437268
629,1829,metaphysics,0.34966693035508073
630,1829,quirky,0.14833656355114933
631,1848,beautifully filmed,0.4889347651121695
632,1848,quirky,0.26170262594776533
633,1848,whimsical,0.3314892136467734
634,1952,George Clooney,0.4041594586625351
635,1952,philosophy,0.18991134568776052
636,1952,sci-fi,0.1783755563225377
637,1952,space,0.39777073752783504
638,1952,Steven Soderbergh,0.24290074570532816
639,1948,acting,0.06284871799597566
640,1948,book was better,0.07664053057104976
641,1948,thrilling,0.07973899374090121
642,2044,Extreme Action,0.0496351598927698
643,2044,sword fighting,0.042663862294451634
644,2250,action,0.035882964472886046
645,2250,based on a book,0.05216936275796523
646,2250,dark,0.09795851448220286
647,2250,England,0.10610680615865119
648,2250,inspirational,0.24497564424495039
649,2250,sci-fi,0.09633330872810494
650,2250,social commentary,0.22129411532968832
651,2250,thought-provoking,0.32917713313189
652,2416,acting and story,0.1800888362580481
653,2416,thrilling,0.13221334400616708
654,2412,comedy,0.1516704579393193
655,640,Marx Brothers,0.8390538468470349
656,1848,romance,0.2074519182010516
657,2115,better than the american version,0.5622406294184553
658,2066,propaganda in disguise,0.16838698581114786
659,964,top 10 war film all time,0.06217605462738938
660,2102,well made stupid schlock,0.05850385531404739
661,681,drama,0.04656538112253212
662,1007,fantasy,0.2012257105535996
663,1312,thriller,0.19844717822401264
664,1313,thriller,0.14874392535015063
665,2140,sci-fi,0.2254643670312032
666,2215,acting,0.04637190009332739
667,2215,plot,0.05239389238064799
668,1663,addiction,0.4274877556096195
669,1663,independent film,0.18691133757749723
670,283,Diane Keaton,0.48347829810037013
671,658,comic book,0.04896205365084548
672,775,milla,0.0684929072040301
673,958,kurosawa,0.0869266763186217
674,958,toshiro mifune,0.1738533526372434
675,1292,Gilliam,0.08465331631683451
676,1292,MontyPython,0.45229096994442713
677,1629,comic book,0.36810428825087554
678,1826,alan moore,0.07840059155883221
679,1826,comic book,0.1212257398510854
680,1826,Comics,0.27363386869569345
681,1826,Depp,0.09121128956523115
682,1884,milla,0.12244277676699881
683,1917,comic book,0.11513635131340107
684,1996,comic book,0.2801794882609283
685,2099,comic book,0.17065760648394948
686,2126,Takeshi Kitano,0.7156566099499543
687,2136,comic book,0.2747814515518908
688,2201,comic book,0.12130015651882027
689,2214,ewan mcgregor,0.073732961588352
690,2214,scarlett johansson,0.073732961588352
691,2215,josh whedon,0.08013840990458704
692,2227,comic book,0.2115650377609147
693,2232,Gay Cowboy,0.2170291293365141
694,2245,Dramatic,0.16629593978004667
695,2245,israel,0.08686473663980301
696,2245,palestine,0.10105848041612189
697,2245,terrorism,0.11894312566359565
698,2245,true story,0.16085100787857837
699,2250,alan moore,0.04607586369798996
700,2250,comic book,0.30872449308147953
701,2279,Helen Mirren,0.2398154447857102
702,1945,art,0.2887414806120412
703,1945,historical,0.12379476996604907
704,1945,Nudity (Topless),0.04929949710825426
705,2229,claymation,0.5632607894187394
706,2236,complex,0.20727577665812885
707,76,historical,0.21545975913980342
708,76,mel gibson,0.20322748665429327
709,76,revenge,0.20539907257580975
710,76,Scotland,0.314692662875753
711,624,Arnold Schwarzenegger,0.5257729787228981
712,624,robots,0.18226466881137285
713,624,time travel,0.4823210750907287
714,799,russian,0.11907636856504668
715,799,sean connery,0.13065423974734974
716,799,submarine,0.5436083166166856
717,1568,action,0.0999297544270378
718,1568,Rome,0.4485807813271316
719,1568,Russell Crowe,0.6521509693292578
720,2469,Batman,0.4963518604819875
721,176,nonlinear,0.3991165497445062
722,386,dark comedy,0.26536057251578593
723,386,satire,0.3637060347018828
724,452,Amazing Cinematography,0.29021053440669736
