,movieId,userId,rating
136,4604,2,3.0
137,5017,2,2.5
138,5116,2,3.0
139,5467,2,3.5
140,5472,2,3.0
141,5888,2,3.5
142,6363,2,3.5
143,6536,2,4.5
144,6579,2,4.5
145,6892,2,3.0
146,7708,2,4.0
147,9,3,4.0
148,32,3,5.0
149,102,3,5.0
150,122,3,5.0
151,132,3,4.0
152,152,3,3.0
153,163,3,3.0
154,232,3,5.0
155,259,3,4.0
156,266,3,5.0
157,294,3,3.0
158,314,3,5.0
159,321,3,5.0
160,322,3,5.0
161,328,3,5.0
162,331,3,4.0
163,344,3,3.0
164,361,3,3.0
165,380,3,3.0
166,383,3,4.0
167,384,3,1.0
168,389,3,4.0
169,391,3,4.0
170,412,3,4.0
171,427,3,5.0
172,485,3,5.0
173,521,3,5.0
174,522,3,5.0
175,523,3,3.0
176,526,3,5.0
177,528,3,5.0
178,537,3,4.0
179,543,3,5.0
180,695,3,5.0
181,724,3,5.0
182,731,3,4.0
183,734,3,5.0
184,740,3,5.0
185,815,3,4.0
186,820,3,4.0
187,826,3,5.0
188,832,3,5.0
189,834,3,5.0
190,835,3,5.0
191,836,3,5.0
192,837,3,5.0
193,840,3,5.0
194,866,3,5.0
195,870,3,5.0
196,880,3,5.0
197,888,3,5.0
198,902,3,5.0
199,904,3,5.0
200,912,3,5.0
201,952,3,5.0
202,953,3,5.0
203,954,3,5.0
204,955,3,5.0
205,957,3,5.0
206,962,3,5.0
207,964,3,5.0
208,966,3,5.0
209,969,3,5.0
210,970,3,5.0
211,975,3,5.0
212,976,3,5.0
213,978,3,5.0
214,981,3,5.0
215,985,3,5.0
216,994,3,5.0
217,997,3,5.0
218,1011,3,5.0
219,1012,3,5.0
220,1013,3,4.0
221,1019,3,5.0
222,1024,3,5.0
223,1032,3,5.0
224,1036,3,5.0
225,1039,3,4.0
226,1042,3,5.0
227,1045,3,5.0
228,1051,3,4.0
229,1060,3,4.0
230,1077,3,4.0
231,1079,3,5.0
232,1088,3,5.0
233,1100,3,4.0
234,1111,3,4.0
235,1112,3,3.0
236,1114,3,4.0
237,1116,3,3.0
238,1117,3,3.0
239,1120,3,5.0
240,1125,3,5.0
241,1126,3,4.0
242,1134,3,5.0
243,1234,3,3.0
244,1253,3,5.0
245,1322,3,4.0
246,1331,3,5.0
247,1406,3,1.0
248,1436,3,5.0
249,1480,3,4.0
250,1481,3,2.0
251,1515,3,5.0
252,1516,3,5.0
253,1523,3,5.0
254,1529,3,3.0
255,1530,3,5.0
256,1556,3,5.0
257,1562,3,5.0
258,1564,3,3.0
259,1565,3,2.0
260,1567,3,5.0
261,1576,3,4.0
262,1580,3,5.0
263,1582,3,4.0
264,1583,3,4.0
265,1594,3,4.0
266,1595,3,4.0
267,1607,3,5.0
268,1615,3,3.0
269,1624,3,5.0
270,1638,3,5.0
271,1640,3,5.0
272,1641,3,4.0
273,1645,3,5.0
274,1646,3,5.0
275,1647,3,5.0
276,1651,3,5.0
277,1654,3,4.0
278,1656,3,5.0
279,1660,3,5.0
280,1662,3,5.0
281,1665,3,4.0
282,1669,3,5.0
283,1670,3,3.0
284,1674,3,5.0
285,1675,3,5.0
286,1684,3,4.0
287,1698,3,5.0
288,1699,3,4.0
289,1701,3,4.0
290,1702,3,5.0
291,1716,3,5.0
292,1728,3,5.0
293,1743,3,3.0
294,1744,3,5.0
295,1776,3,4.0
296,1789,3,3.0
297,1794,3,5.0
298,1811,3,5.0
299,1859,3,4.0
300,1881,3,4.0
301,1913,3,4.0
302,1916,3,5.0
303,1919,3,4.0
304,1961,3,5.0
305,1973,3,5.0
306,2044,3,4.0
307,2093,3,1.0
308,2103,3,5.0
309,2114,3,5.0
310,2130,3,3.0
311,2147,3,4.0
312,2159,3,4.0
313,2173,3,5.0
314,2180,3,5.0
315,2191,3,4.0
316,2218,3,1.0
317,2232,3,5.0
318,2235,3,5.0
319,2239,3,4.0
320,2241,3,5.0
321,2248,3,5.0
322,2261,3,3.0
323,2296,3,3.0
324,2301,3,5.0
325,2305,3,5.0
326,2328,3,2.0
327,2329,3,1.0
328,2338,3,4.0
329,2340,3,5.0
330,2380,3,5.0
331,2397,3,3.0
332,2398,3,5.0
333,2402,3,5.0
334,2422,3,3.0
335,2437,3,5.0
336,2442,3,4.0
337,2443,3,5.0
338,2458,3,5.0
339,2468,3,4.0
340,2493,3,4.0
341,2496,3,4.0
342,2500,3,5.0
343,2548,3,4.0
344,2580,3,2.0
345,2581,3,4.0
346,2607,3,5.0
347,2611,3,4.0
348,2619,3,3.0
349,2621,3,5.0
350,3208,3,2.0
351,2,4,4.0
352,37,4,4.0
353,96,4,4.0
354,122,4,4.0
355,129,4,4.0
356,203,4,3.5
357,249,4,4.5
358,309,4,3.5
359,321,4,4.0
360,328,4,4.0
361,331,4,4.0
362,341,4,4.0
363,389,4,4.0
364,447,4,4.5
365,519,4,4.0
366,521,4,3.5
367,527,4,4.0
368,529,4,5.0
369,652,4,3.5
370,695,4,2.5
371,724,4,3.5
372,740,4,4.0
373,826,4,4.0
374,839,4,5.0
375,951,4,3.0
376,977,4,2.5
377,1001,4,4.0
378,1060,4,4.0
379,1120,4,5.0
380,1131,4,3.5
381,1199,4,4.5
382,1234,4,3.5
383,1336,4,4.0
384,1359,4,4.0
385,1390,4,4.0
386,1393,4,4.5
387,1486,4,4.5
388,1523,4,4.0
389,1530,4,4.0
390,1559,4,3.5
391,1585,4,1.5
392,1641,4,5.0
393,1798,4,4.0
394,1815,4,4.0
395,1866,4,3.5
396,1934,4,4.0
397,2004,4,3.5
398,2147,4,4.0
399,2156,4,4.5
400,2164,4,4.0
401,2212,4,3.5
402,2218,4,3.5
403,2340,4,3.5
404,2407,4,3.5
405,2506,4,3.5
406,2553,4,3.5
407,2719,4,4.0
408,3002,4,3.5
409,3113,4,4.5
410,3156,4,3.5
411,3215,4,4.0
412,3219,4,4.0
413,3223,4,3.5
414,3226,4,4.5
415,3419,4,3.5
416,3420,4,3.5
417,3511,4,4.5
418,3697,4,3.5
419,3845,4,3.0
420,3871,4,4.5
421,4031,4,3.5
422,4051,4,4.5
423,4081,4,4.5
424,4147,4,4.0
425,4255,4,3.5
426,4262,4,4.5
427,4321,4,3.0
428,4417,4,4.0
429,4512,4,3.5
430,4602,4,4.0
431,4604,4,4.0
432,4665,4,4.0
433,4759,4,2.5
434,4875,4,4.0
435,5393,4,4.0
436,5411,4,4.0
437,5467,4,3.5
438,5472,4,4.5
439,5478,4,4.0
440,5967,4,4.5
441,5971,4,4.5
442,5973,4,3.5
443,6116,4,5.0
444,6136,4,4.0
445,6162,4,4.5
446,6190,4,4.0
447,6278,4,4.5
448,6289,4,4.0
449,6290,4,4.0
450,6515,4,4.5
451,101,5,4.0
452,137,5,2.0
453,152,5,2.0
454,263,5,5.0
455,528,5,4.0
456,724,5,4.0
457,961,5,5.0
458,1004,5,4.5
459,1013,5,4.5
460,1030,5,4.5
461,1039,5,4.5
462,1102,5,2.0
463,1303,5,2.0
464,1340,5,2.0
465,1374,5,2.0
466,1449,5,0.5
467,1473,5,3.0
468,1563,5,3.0
469,1581,5,4.0
470,1632,5,4.0
471,1728,5,4.0
472,2004,5,3.5
473,2025,5,3.0
474,2026,5,4.0
475,2062,5,1.0
476,2129,5,2.0
477,2154,5,4.0
478,2180,5,3.0
479,2211,5,4.5
480,2318,5,3.0
481,2453,5,1.0
482,2506,5,4.0
483,2645,5,3.5
484,3000,5,1.5
485,3644,5,1.5
486,3856,5,1.5
487,4391,5,5.0
488,4982,5,3.0
489,5017,5,5.0
490,5116,5,4.0
491,5387,5,3.5
492,5472,5,4.0
493,5523,5,3.0
494,5569,5,4.5
495,0,6,3.0
496,9,6,3.0
497,20,6,3.0
498,30,6,3.0
499,32,6,4.0
500,38,6,4.0
501,96,6,3.0
502,100,6,5.0
503,102,6,4.0
504,122,6,4.0
505,130,6,4.0
506,174,6,2.0
507,183,6,3.0
508,232,6,5.0
509,244,6,3.0
510,282,6,2.0
511,284,6,5.0
512,294,6,3.0
513,298,6,3.0
514,310,6,3.0
515,320,6,3.0
516,321,6,3.0
517,322,6,3.0
518,328,6,3.0
519,331,6,3.0
520,341,6,3.0
521,344,6,4.0
522,427,6,4.0
523,447,6,3.0
524,478,6,4.0
525,483,6,3.0
526,485,6,4.0
527,494,6,4.0
528,521,6,4.0
529,522,6,3.0
530,523,6,4.0
531,524,6,3.0
532,526,6,4.0
533,527,6,3.0
534,537,6,3.0
535,575,6,4.0
536,599,6,3.0
537,607,6,5.0
538,610,6,2.0
539,617,6,1.0
540,618,6,1.0
541,622,6,5.0
542,644,6,3.0
543,650,6,2.0
544,745,6,4.0
545,840,6,3.0
546,866,6,3.0
547,870,6,4.0
548,871,6,4.0
549,888,6,3.0
550,902,6,3.0
551,906,6,3.0
552,912,6,4.0
553,916,6,5.0
554,953,6,5.0
555,954,6,3.0
556,955,6,5.0
557,966,6,5.0
558,976,6,4.0
559,979,6,5.0
560,981,6,5.0
561,986,6,4.0
562,994,6,4.0
563,996,6,5.0
564,1024,6,3.0
565,1029,6,4.0
566,1032,6,3.0
567,1041,6,4.0
568,1042,6,4.0
569,1045,6,3.0
570,1051,6,3.0
571,1055,6,4.0
572,1060,6,3.0
573,1097,6,3.0
574,1111,6,3.0
575,1112,6,3.0
576,1113,6,2.0
577,1114,6,4.0
578,1115,6,3.0
579,1116,6,3.0
580,1132,6,3.0
581,1140,6,5.0
582,1143,6,1.0
583,31,7,5.0
584,43,7,2.5
585,45,7,5.0
586,48,7,5.0
587,100,7,4.0
588,232,7,3.5
589,254,7,2.0
590,266,7,4.0
591,284,7,5.0
592,321,7,4.0
593,406,7,4.5
594,466,7,3.5
595,470,7,2.0
596,472,7,5.0
597,487,7,5.0
598,522,7,4.0
599,525,7,4.5
600,550,7,4.0
601,661,7,3.5
602,695,7,5.0
603,953,7,3.5
604,954,7,4.0
605,955,7,4.0
606,966,7,4.0
607,975,7,4.0
608,981,7,4.0
609,1012,7,4.0
610,1013,7,4.0
611,1019,7,3.0
612,1024,7,4.0
613,1045,7,4.0
614,1055,7,3.5
615,1102,7,0.5
616,1125,7,4.0
617,1131,7,3.0
618,1209,7,4.0
619,1239,7,3.0
620,1288,7,3.5
621,1294,7,5.0
622,1331,7,4.0
623,1352,7,4.0
624,1379,7,3.0
625,1390,7,5.0
626,1449,7,3.5
627,1523,7,5.0
628,1590,7,4.0
629,1660,7,3.0
630,1697,7,3.0
631,1744,7,4.5
632,1821,7,4.5
633,1839,7,4.0
634,1843,7,5.0
635,1864,7,3.5
636,1933,7,3.5
637,2004,7,5.0
638,2062,7,5.0
639,2173,7,3.5
640,2212,7,4.5
641,2218,7,2.5
642,2235,7,4.5
643,2241,7,3.5
644,2248,7,3.5
645,2273,7,3.0
646,2288,7,4.5
647,2340,7,5.0
648,2374,7,4.0
649,2531,7,4.5
650,2860,7,5.0
651,3127,7,3.5
652,3156,7,4.0
653,3199,7,4.0
654,3213,7,4.5
655,3220,7,3.5
656,3233,7,4.5
657,3367,7,5.0
658,3387,7,4.0
659,3512,7,2.5
660,3803,7,3.5
661,3810,7,3.5
662,3845,7,4.5
663,3854,7,4.0
664,3869,7,3.5
665,3871,7,3.5
666,3920,7,5.0
667,4099,7,3.5
668,4135,7,4.5
669,4147,7,4.0
670,4235,7,4.0
671,4247,7,4.0
672,4255,7,3.0
673,4391,7,4.0
674,4412,7,3.5
675,4604,7,4.0
676,4605,7,3.0
677,4843,7,4.0
678,4846,7,5.0
679,4849,7,3.0
680,5011,7,3.5
681,5017,7,4.0
682,5116,7,4.0
683,5141,7,4.0
684,5435,7,2.5
685,5523,7,4.5
686,5568,7,4.0
687,5569,7,3.0
688,6086,7,3.5
689,6116,7,4.5
690,6123,7,4.5
691,6142,7,4.5
692,6162,7,3.5
693,6270,7,3.5
694,6278,7,3.5
695,6301,7,2.0
696,6337,7,3.5
697,6348,7,3.0
698,6360,7,3.0
699,0,8,4.0
700,16,8,4.0
701,25,8,3.0
702,34,8,5.0
703,45,8,3.0
704,284,8,4.0
705,444,8,4.0
706,461,8,4.0
707,472,8,5.0
708,478,8,5.0
709,525,8,4.0
710,535,8,5.0
711,615,8,2.0
712,857,8,5.0
713,936,8,3.0
714,1101,8,4.0
715,1102,8,4.0
716,1146,8,3.0
717,1231,8,2.0
718,1257,8,4.0
719,1334,8,4.0
720,1336,8,5.0
721,1352,8,4.0
722,1359,8,3.0
723,1393,8,5.0
724,1590,8,4.0
725,1685,8,4.0
726,1698,8,4.0
727,1777,8,4.0
728,1794,8,3.0
729,1798,8,3.0
730,1801,8,4.0
731,1813,8,4.0
732,1815,8,2.0
733,1821,8,4.0
734,1901,8,4.0
735,1906,8,4.0
736,1936,8,2.0
737,1992,8,3.0
738,2003,8,4.0
739,2035,8,2.0
740,2062,8,5.0
741,2103,8,3.0
742,2212,8,4.0
743,2287,8,4.0
744,48,9,5.0
745,131,9,4.0
746,284,9,4.0
747,309,9,3.0
748,310,9,4.0
749,524,9,3.0
750,616,9,4.0
751,840,9,3.0
752,880,9,3.0
753,891,9,2.0
754,904,9,4.0
755,953,9,4.0
756,954,9,4.0
757,955,9,4.0
758,957,9,4.0
759,966,9,4.0
760,976,9,3.0
761,994,9,4.0
762,1045,9,4.0
763,1102,9,5.0
764,1155,9,4.0
765,1181,9,3.0
766,1208,9,3.0
767,1282,9,5.0
768,1343,9,3.0
769,1352,9,4.0
770,1358,9,5.0
771,1458,9,2.0
772,1486,9,5.0
773,1668,9,3.0
774,1855,9,5.0
775,1916,9,4.0
776,1920,9,2.0
777,2035,9,4.0
778,2062,9,5.0
779,2263,9,5.0
780,2264,9,3.0
781,2272,9,3.0
782,2273,9,4.0
783,2309,9,3.0
784,2318,9,4.0
785,2333,9,2.0
786,2348,9,5.0
787,2405,9,2.0
788,2414,9,3.0
789,2425,9,4.0
790,48,10,5.0
791,65,10,1.0
792,114,10,4.0
793,148,10,3.0
794,266,10,5.0
795,642,10,4.5
796,649,10,3.5
797,744,10,5.0
798,831,10,4.5
799,958,10,5.0
800,1143,10,5.0
801,1481,10,3.0
802,1603,10,3.5
803,2079,10,4.5
804,2212,10,3.0
805,2730,10,3.0
806,4255,10,3.0
807,4711,10,5.0
808,5814,10,5.0
809,6519,10,5.0
810,6613,10,4.0
811,6877,10,4.5
812,7299,10,3.5
813,7501,10,4.5
814,7551,10,4.0
815,7595,10,4.5
816,7618,10,3.0
817,7627,10,4.0
818,7635,10,3.5
819,7818,10,4.0
820,7926,10,4.5
821,7928,10,4.5
822,7931,10,4.0
823,8086,10,4.0
824,8121,10,4.0
825,8156,10,4.0
826,8377,10,5.0
827,8426,10,5.0
828,225,11,3.0
829,474,11,1.0
830,482,11,3.0
831,535,11,2.0
832,576,11,1.0
833,617,11,4.0
834,618,11,3.0
835,832,11,1.0
836,836,11,2.0
837,868,11,3.0
838,954,11,1.0
839,971,11,5.0
840,976,11,5.0
841,985,11,2.0
842,990,11,5.0
843,1048,11,1.0
844,1114,11,1.0
845,1125,11,4.0
846,1303,11,2.0
847,1367,11,3.0
848,1785,11,2.0
849,1866,11,2.0
850,1967,11,4.0
851,2026,11,1.0
852,2135,11,2.0
853,2374,11,4.0
854,2530,11,2.0
855,2532,11,1.0
856,2553,11,3.0
857,2556,11,2.0
858,2643,11,4.0
859,2661,11,1.0
860,2719,11,4.0
861,2773,11,4.0
862,3016,11,3.0
863,3018,11,2.0
864,3022,11,2.0
865,3031,11,1.0
866,3033,11,5.0
867,3034,11,3.0
868,3036,11,4.0
869,3037,11,1.0
870,3039,11,3.0
871,3045,11,3.0
872,3058,11,5.0
873,3060,11,2.0
874,3061,11,2.0
875,3062,11,4.0
876,3072,11,2.0
877,3074,11,1.0
878,3088,11,3.0
879,3089,11,5.0
880,3090,11,3.0
881,3091,11,5.0
882,3093,11,2.0
883,3095,11,2.0
884,3097,11,3.0
885,3100,11,5.0
886,3104,11,3.0
887,3105,11,2.0
888,4494,11,4.0
889,0,12,5.0
890,45,12,2.5
891,100,12,4.0
892,249,12,4.0
893,266,12,3.5
894,284,12,4.5
895,321,12,5.0
896,326,12,4.5
897,427,12,3.0
898,470,12,3.5
899,472,12,4.0
900,475,12,4.0
901,520,12,3.0
902,523,12,4.0
903,735,12,4.0
904,740,12,3.5
905,831,12,3.0
906,1013,12,4.0
907,1019,12,2.5
908,1481,12,3.0
909,1523,12,4.0
910,1866,12,4.0
911,2062,12,3.0
912,2063,12,3.5
913,2211,12,4.0
914,2212,12,3.0
915,2248,12,3.0
916,2334,12,3.0
917,2340,12,3.0
918,2506,12,3.0
919,2531,12,4.0
920,2611,12,3.5
921,2709,12,3.5
922,2894,12,3.0
923,3419,12,4.0
924,3421,12,4.5
925,3427,12,2.5
926,3697,12,3.5
927,3799,12,4.5
928,3803,12,3.5
929,3869,12,4.5
930,4412,12,4.0
931,4604,12,4.5
932,5116,12,4.0
933,5162,12,4.5
934,6724,12,3.5
935,6892,12,4.5
936,7089,12,4.5
937,7245,12,4.0
938,7532,12,4.0
939,7646,12,4.5
940,7817,12,4.5
941,7993,12,3.0
942,526,13,1.0
943,953,13,4.0
944,1359,13,3.0
945,1599,13,3.0
946,1866,13,2.0
947,1904,13,3.0
948,2103,13,3.0
949,2147,13,2.0
950,2173,13,3.0
951,2177,13,2.0
952,2181,13,3.0
953,2291,13,2.0
954,2506,13,4.0
955,2538,13,2.0
956,2552,13,5.0
957,2681,13,3.0
958,2893,13,3.0
959,3000,13,4.0
960,3190,13,3.0
961,3192,13,4.0
962,0,14,2.0
963,1,14,2.0
964,4,14,4.5
965,5,14,4.0
966,9,14,3.0
967,10,14,2.5
968,13,14,2.5
969,15,14,3.5
970,16,14,3.0
971,18,14,1.0
972,20,14,4.5
973,21,14,2.5
974,24,14,3.0
975,31,14,4.0
976,32,14,3.0
977,34,14,1.0
978,37,14,2.5
979,42,14,3.0
980,45,14,5.0
981,48,14,5.0
982,49,14,2.5
983,58,14,2.0
984,65,14,0.5
985,76,14,5.0
986,86,14,3.0
987,87,14,1.5
988,93,14,4.0
989,96,14,1.0
990,98,14,2.0
991,100,14,3.0
992,101,14,5.0
993,102,14,2.5
994,111,14,4.0
995,113,14,3.5
996,124,14,3.5
997,128,14,5.0
998,129,14,3.0
999,132,14,1.0
1000,136,14,2.0
1001,139,14,0.5
1002,140,14,3.0
1003,141,14,4.0
1004,142,14,2.0
1005,143,14,4.0
1006,144,14,3.0
1007,149,14,2.5
1008,151,14,1.0
1009,154,14,4.0
1010,155,14,4.0
1011,159,14,3.0
1012,163,14,2.0
1013,170,14,1.0
1014,173,14,2.0
1015,174,14,1.5
1016,184,14,1.5
1017,188,14,2.0
1018,189,14,4.5
1019,190,14,1.0
1020,196,14,4.0
1021,198,14,1.0
1022,202,14,1.0
1023,203,14,3.5
1024,204,14,4.0
1025,205,14,4.0
1026,207,14,4.0
1027,209,14,3.5
1028,218,14,5.0
1029,219,14,2.0
1030,224,14,2.0
1031,225,14,2.0
1032,232,14,5.0
1033,237,14,1.0
1034,258,14,2.0
1035,262,14,1.0
1036,263,14,5.0
1037,266,14,5.0
1038,268,14,4.0
1039,274,14,5.0
1040,275,14,4.0
1041,276,14,4.0
1042,282,14,3.0
1043,283,14,1.0
1044,284,14,2.0
1045,288,14,2.5
1046,294,14,1.5
1047,300,14,2.0
1048,304,14,2.5
1049,307,14,3.0
1050,309,14,2.0
1051,314,14,3.0
1052,318,14,3.0
1053,320,14,0.5
1054,321,14,1.0
1055,322,14,3.5
1056,328,14,4.0
1057,331,14,2.0
1058,334,14,3.5
1059,335,14,2.0
1060,336,14,3.0
1061,337,14,3.5
1062,341,14,4.0
1063,344,14,4.0
1064,346,14,3.5
1065,379,14,1.0
1066,380,14,4.0
1067,383,14,3.0
1068,384,14,1.0
1069,389,14,2.5
1070,390,14,4.0
1071,391,14,1.0
1072,403,14,3.0
1073,406,14,5.0
1074,414,14,2.5
1075,419,14,3.0
1076,422,14,3.0
1077,427,14,3.0
1078,428,14,3.0
1079,430,14,1.0
1080,432,14,0.5
1081,441,14,4.0
1082,447,14,3.0
1083,454,14,1.5
1084,455,14,2.0
1085,466,14,3.5
1086,470,14,2.5
1087,472,14,4.0
1088,479,14,3.0
1089,483,14,2.0
1090,484,14,1.5
1091,485,14,5.0
1092,487,14,3.0
1093,492,14,5.0
1094,494,14,2.0
1095,498,14,4.0
1096,499,14,3.5
1097,503,14,3.0
1098,512,14,3.0
1099,519,14,2.0
1100,520,14,1.0
1101,521,14,0.5
1102,522,14,4.0
1103,523,14,3.0
1104,524,14,4.0
1105,525,14,5.0
1106,526,14,2.5
1107,529,14,2.5
1108,535,14,5.0
1109,537,14,3.0
1110,550,14,2.5
1111,560,14,1.5
1112,561,14,4.0
1113,569,14,2.0
1114,571,14,3.0
1115,577,14,3.0
1116,580,14,2.0
1117,599,14,3.0
1118,607,14,3.0
1119,610,14,2.0
1120,615,14,3.5
1121,617,14,1.0
1122,622,14,3.0
1123,625,14,2.5
1124,626,14,4.0
1125,635,14,2.0
1126,642,14,4.0
1127,644,14,2.5
1128,648,14,2.5
1129,649,14,3.0
1130,650,14,0.5
1131,652,14,1.5
1132,655,14,3.0
1133,656,14,5.0
1134,658,14,1.0
1135,659,14,4.5
1136,660,14,3.5
1137,675,14,1.0
1138,679,14,2.0
1139,692,14,4.0
1140,695,14,5.0
1141,699,14,4.0
1142,720,14,5.0
1143,724,14,5.0
1144,725,14,5.0
1145,729,14,5.0
1146,730,14,4.0
1147,731,14,2.5
1148,732,14,4.0
1149,733,14,5.0
1150,734,14,4.0
1151,735,14,1.5
1152,737,14,1.0
1153,740,14,3.0
1154,741,14,3.5
1155,743,14,1.0
1156,744,14,5.0
1157,745,14,5.0
1158,746,14,3.0
1159,751,14,1.0
1160,773,14,3.0
1161,802,14,4.0
1162,824,14,2.0
1163,839,14,2.0
1164,840,14,4.0
1165,843,14,5.0
1166,848,14,2.5
1167,857,14,1.5
1168,858,14,4.0
1169,866,14,3.0
1170,870,14,4.0
1171,875,14,3.0
1172,879,14,2.0
1173,880,14,4.0
1174,883,14,2.5
1175,884,14,2.0
1176,885,14,4.0
1177,886,14,4.0
1178,888,14,4.0
1179,890,14,2.5
1180,891,14,3.0
1181,899,14,1.0
1182,904,14,4.0
1183,908,14,2.5
1184,912,14,2.5
1185,915,14,3.5
1186,916,14,3.0
1187,930,14,4.0
1188,932,14,3.0
1189,935,14,4.0
1190,937,14,3.0
1191,938,14,4.0
1192,941,14,2.0
1193,944,14,4.5
1194,947,14,3.5
1195,951,14,5.0
1196,953,14,5.0
1197,954,14,1.0
1198,955,14,4.0
1199,956,14,1.0
1200,957,14,4.0
1201,958,14,3.5
1202,960,14,4.0
1203,961,14,2.0
1204,962,14,5.0
1205,963,14,3.0
1206,964,14,5.0
1207,965,14,4.5
1208,966,14,5.0
1209,967,14,1.5
1210,968,14,3.0
1211,969,14,3.0
1212,970,14,4.0
1213,971,14,1.5
1214,973,14,2.0
1215,974,14,4.0
1216,975,14,3.0
1217,976,14,1.0
1218,977,14,5.0
1219,978,14,4.0
1220,979,14,4.0
1221,981,14,4.0
1222,984,14,4.0
1223,985,14,3.0
1224,986,14,4.0
1225,988,14,3.0
1226,989,14,4.0
1227,990,14,3.5
1228,994,14,3.0
1229,997,14,2.0
1230,998,14,5.0
1231,1000,14,1.0
1232,1001,14,5.0
1233,1002,14,3.0
1234,1003,14,3.0
1235,1004,14,4.0
1236,1005,14,3.0
1237,1006,14,5.0
1238,1008,14,3.5
1239,1012,14,4.0
1240,1013,14,3.0
1241,1014,14,3.0
1242,1016,14,1.5
1243,1017,14,4.0
1244,1018,14,3.0
1245,1019,14,4.0
1246,1020,14,4.0
1247,1021,14,5.0
1248,1024,14,5.0
1249,1026,14,3.5
1250,1030,14,2.5
1251,1034,14,3.0
1252,1035,14,1.0
1253,1037,14,3.0
1254,1038,14,3.0
1255,1041,14,2.0
1256,1042,14,4.0
1257,1043,14,4.0
1258,1044,14,3.0
1259,1045,14,4.0
1260,1047,14,4.0
1261,1050,14,4.0
1262,1055,14,3.0
1263,1056,14,2.0
1264,1057,14,3.0
1265,1060,14,5.0
1266,1065,14,3.0
1267,1078,14,2.0
1268,1079,14,2.0
1269,1083,14,2.0
1270,1086,14,2.0
1271,1100,14,2.0
1272,1102,14,1.0
1273,1104,14,3.5
1274,1110,14,3.0
1275,1117,14,3.0
1276,1120,14,2.5
1277,1124,14,3.0
1278,1125,14,4.0
1279,1129,14,0.5
1280,1131,14,3.5
1281,1132,14,4.0
1282,1134,14,4.0
1283,1140,14,3.0
1284,1142,14,5.0
1285,1173,14,4.0
1286,1185,14,4.0
1287,1187,14,4.0
1288,1193,14,3.0
1289,1194,14,1.5
1290,1197,14,3.0
1291,1198,14,3.0
1292,1199,14,3.0
1293,1209,14,3.0
1294,1211,14,1.5
1295,1212,14,1.0
1296,1216,14,2.0
1297,1219,14,3.0
1298,1224,14,1.0
1299,1225,14,3.0
1300,1234,14,1.0
1301,1236,14,4.0
